paper_id,title,gap_coverage,gap_volume,contrast_coverage,contrast_volume,synthesis_coverage,synthesis_volume,scope_exists,contribution_exists,reference_topic_coverage,citations_per_topic,topic_count
24,Unifying VXAI: A Systematic Review and Framework for the Evaluation of Explainable AI,0.08620689655172414,0.08620689655172414,0.5344827586206896,1.1896551724137931,0.15517241379310345,0.20689655172413793,1.0,1.0,0.6206896551724138,4.0344827586206895,58.0
25,Discrete Audio Tokens: More Than a Survey!,0.08450704225352113,0.11267605633802817,0.36619718309859156,0.5915492957746479,0.15492957746478872,0.18309859154929578,1.0,1.0,0.6056338028169014,1.732394366197183,71.0
26,A Comprehensive Survey on Knowledge Distillation,0.07692307692307693,0.08791208791208792,0.34065934065934067,0.4945054945054945,0.13186813186813187,0.13186813186813187,1.0,0.0,0.7032967032967034,3.7252747252747254,91.0
27,Augmented Vision-Language Models: A Systematic Review,0.17857142857142858,0.21428571428571427,0.125,0.16071428571428573,0.0,0.0,1.0,0.0,0.5,2.0535714285714284,56.0
28,A Survey of Reinforcement Learning from Human Feedback,0.07608695652173914,0.15217391304347827,0.5217391304347826,1.2391304347826086,0.06521739130434782,0.07608695652173914,1.0,1.0,0.7391304347826086,3.1847826086956523,92.0
29,Hardware Acceleration for Neural Networks: A Comprehensive Survey,0.028037383177570093,0.037383177570093455,0.48598130841121495,0.6542056074766355,0.07476635514018691,0.07476635514018691,1.0,0.0,0.897196261682243,0.5794392523364486,107.0
30,Personalization of Large Language Models: A Survey,0.10112359550561797,0.20224719101123595,0.33707865168539325,0.6404494382022472,0.12359550561797752,0.15730337078651685,1.0,1.0,0.449438202247191,2.438202247191011,89.0
31,Memorisation in Machine Learning: A Survey of Results,0.09523809523809523,0.11904761904761904,0.5952380952380952,1.4761904761904763,0.23809523809523808,0.30952380952380953,1.0,1.0,0.5476190476190477,2.9047619047619047,42.0
32,Video Diffusion Models: A Survey,0.1206896551724138,0.15517241379310345,0.41379310344827586,0.7931034482758621,0.05172413793103448,0.06896551724137931,1.0,1.0,0.7068965517241379,1.8448275862068966,58.0
33,GANs Class-Conditioning Methods: A Survey,0.13333333333333333,0.13333333333333333,0.36666666666666664,0.5,0.16666666666666666,0.3,1.0,1.0,0.6333333333333333,1.7,30.0
34,A Survey on Out-of-Distribution Detection in NLP,0.1111111111111111,0.2222222222222222,0.2962962962962963,0.5925925925925926,0.1111111111111111,0.1111111111111111,1.0,1.0,0.7037037037037037,2.888888888888889,27.0
35,Conditional Image Synthesis with Diffusion Models: A Survey,0.015625,0.03125,0.375,0.5,0.015625,0.015625,1.0,1.0,0.71875,2.25,64.0
36,A Survey on Fairness Without Demographics,0.10416666666666667,0.125,0.5833333333333334,1.5625,0.125,0.125,1.0,1.0,0.7916666666666666,2.3958333333333335,48.0
38,Automated Design of Metaheuristic Algorithms: A Survey,0.0975609756097561,0.12195121951219512,0.1951219512195122,0.24390243902439024,0.07317073170731707,0.0975609756097561,1.0,1.0,0.5365853658536586,2.975609756097561,41.0
39,Large Language Model-based Data Science Agent: A Survey,0.14583333333333334,0.2916666666666667,0.25,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,1.0,0.2708333333333333,0.4583333333333333,48.0
40,Survey on Coresets for Deep Learning: Methods and Applications,0.25,0.3611111111111111,0.5,1.0555555555555556,0.16666666666666666,0.25,1.0,1.0,0.9166666666666666,4.638888888888889,36.0
41,Efficient Diffusion Models: A Survey,0.07142857142857142,0.07142857142857142,0.44642857142857145,1.0892857142857142,0.07142857142857142,0.07142857142857142,1.0,1.0,0.6428571428571429,1.7857142857142858,56.0
42,Efficient Reasoning Models: A Survey,0.16666666666666666,0.21428571428571427,0.35714285714285715,0.5,0.11904761904761904,0.11904761904761904,1.0,1.0,0.6428571428571429,2.4285714285714284,42.0
43,Efficient Large Language Models: A Survey,0.025974025974025976,0.025974025974025976,0.4155844155844156,1.4285714285714286,0.03896103896103896,0.05194805194805195,1.0,1.0,0.7792207792207793,2.2857142857142856,77.0
44,A Survey of Lottery Ticket Hypothesis,0.13793103448275862,0.20689655172413793,0.5517241379310345,1.2758620689655173,0.10344827586206896,0.10344827586206896,0.0,1.0,0.6551724137931034,1.8620689655172413,29.0
45,Uncertainty in Graph Neural Networks: A Survey,0.05,0.05,0.7,2.0,0.25,0.3,1.0,1.0,0.8,3.8,20.0
46,A Survey on Efficient Protein Language Models,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.42424242424242425,0.18181818181818182,0.21212121212121213,1.0,1.0,0.5151515151515151,1.4848484848484849,33.0
47,A Survey on Data Selection for Language Models,0.06382978723404255,0.07446808510638298,0.4148936170212766,0.7872340425531915,0.06382978723404255,0.06382978723404255,1.0,1.0,0.5957446808510638,2.234042553191489,94.0
48,Data Distillation: A Survey,0.14285714285714285,0.23809523809523808,0.6190476190476191,1.1428571428571428,0.09523809523809523,0.09523809523809523,1.0,1.0,0.7142857142857143,3.9047619047619047,21.0
49,Privacy Risks and Preservation Methods in Explainable Artificial Intelligence: A Scoping Review,0.06521739130434782,0.10869565217391304,0.43478260869565216,1.0,0.08695652173913043,0.08695652173913043,1.0,1.0,0.782608695652174,3.652173913043478,46.0
50,A Survey on Self-Supervised Representation Learning,0.0196078431372549,0.0196078431372549,0.4117647058823529,0.7058823529411765,0.13725490196078433,0.13725490196078433,1.0,1.0,0.7254901960784313,1.1764705882352942,51.0
51,"Vision-Language-Action in Robotics: A Survey of Datasets, Benchmarks, and Data Engines",0.35714285714285715,0.5,0.5714285714285714,1.2857142857142858,0.2857142857142857,0.42857142857142855,0.0,1.0,0.7857142857142857,3.142857142857143,14.0
52,On The Landscape of Spoken Language Models: A Comprehensive Survey,0.0684931506849315,0.0821917808219178,0.4246575342465753,0.6986301369863014,0.0273972602739726,0.0273972602739726,1.0,1.0,0.726027397260274,1.9863013698630136,73.0
53,A Survey of Optimization Methods for Training DL Models: Theoretical Perspective on Convergence and Generalization,0.04918032786885246,0.04918032786885246,0.3114754098360656,0.639344262295082,0.13114754098360656,0.14754098360655737,1.0,1.0,0.6229508196721312,1.0819672131147542,61.0
54,Large Language Models for Scientific Idea Generation: A Creativity-Centered Survey,0.21518987341772153,0.2911392405063291,0.43037974683544306,0.6835443037974683,0.25316455696202533,0.3037974683544304,1.0,1.0,0.7215189873417721,1.7341772151898733,79.0
55,A Survey of Reasoning and Agentic Systems in Time Series with Large Language Models,0.07446808510638298,0.0851063829787234,0.13829787234042554,0.20212765957446807,0.0425531914893617,0.0425531914893617,1.0,1.0,0.4787234042553192,0.776595744680851,94.0
56,Countering Backdoor Attacks in Image Recognition: A Survey and Evaluation of Mitigation Strategies,0.05263157894736842,0.05263157894736842,0.4605263157894737,0.7368421052631579,0.09210526315789473,0.15789473684210525,1.0,1.0,0.3157894736842105,0.3815789473684211,76.0
57,From Models to Systems: A Comprehensive Survey of Efficient Multimodal Learning,0.11428571428571428,0.11428571428571428,0.42857142857142855,0.5428571428571428,0.07142857142857142,0.07142857142857142,0.0,1.0,0.6714285714285714,2.4857142857142858,70.0
58,A Survey on Over-smoothing and Over-squashing: Unified Propagation Perspectives on Graph Neural Networks and Transformers,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.7142857142857143,0.14285714285714285,0.21428571428571427,1.0,1.0,0.7142857142857143,5.642857142857143,14.0
59,Know Your Self-supervised Learning: A Survey on Image-based Generative and Discriminative Training,0.14285714285714285,0.19047619047619047,0.47619047619047616,0.9523809523809523,0.14285714285714285,0.14285714285714285,1.0,1.0,0.7142857142857143,5.190476190476191,21.0
60,Machine Learning with Physics Knowledge for Prediction: A Survey,0.07407407407407407,0.07407407407407407,0.6296296296296297,3.0,0.037037037037037035,0.037037037037037035,1.0,1.0,0.9259259259259259,7.814814814814815,27.0
61,"A Survey on Large Language Models for Critical Societal Domains: Finance, Healthcare, and Law",0.14705882352941177,0.17647058823529413,0.3088235294117647,0.5735294117647058,0.08823529411764706,0.08823529411764706,1.0,1.0,0.7205882352941176,3.6176470588235294,68.0
62,AI Security in the Foundation Model Era: A Comprehensive Survey from a Unified Perspective,0.041666666666666664,0.05555555555555555,0.19444444444444445,0.2638888888888889,0.1527777777777778,0.19444444444444445,1.0,1.0,0.5972222222222222,2.5833333333333335,72.0
63,Implicit Reasoning in Large Language Models: A Comprehensive Survey,0.12,0.2,0.38,0.46,0.04,0.04,1.0,1.0,0.74,2.34,50.0
64,Adversarial Attacks on Multimodal Large Language Models: A Comprehensive Survey,0.08333333333333333,0.10416666666666667,0.2916666666666667,0.3333333333333333,0.10416666666666667,0.125,1.0,1.0,0.6458333333333334,1.3541666666666667,48.0
65,Code Reasoning for Software Engineering Tasks: A Survey and A Call to Action,0.11538461538461539,0.15384615384615385,0.2692307692307692,0.5769230769230769,0.11538461538461539,0.11538461538461539,1.0,1.0,0.4230769230769231,1.3461538461538463,26.0
66,The Landscape of Agentic Reinforcement Learning for LLMs: A Survey,0.12173913043478261,0.14782608695652175,0.25217391304347825,0.3826086956521739,0.0782608695652174,0.09565217391304348,1.0,1.0,0.6956521739130435,1.7217391304347827,115.0
67,Deep Neural Networks and Brain Alignment: Brain Encoding and Decoding (Survey),0.07142857142857142,0.11428571428571428,0.44285714285714284,0.7428571428571429,0.15714285714285714,0.17142857142857143,1.0,1.0,0.6857142857142857,2.5285714285714285,70.0
68,From Euclidean to Graph-Structured Data: A Survey of Collaborative Learning,0.18518518518518517,0.2222222222222222,0.6172839506172839,1.2345679012345678,0.08641975308641975,0.08641975308641975,1.0,1.0,0.6666666666666666,2.4444444444444446,81.0
69,Graph Neural Networks Designed for Different Graph Types: A Survey,0.0,0.0,0.4782608695652174,0.5652173913043478,0.08695652173913043,0.08695652173913043,1.0,1.0,0.6956521739130435,2.4347826086956523,23.0
70,"The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why - A Survey from MARL to Emergent Language and LLMs",0.19834710743801653,0.371900826446281,0.45454545454545453,1.1239669421487604,0.2727272727272727,0.3884297520661157,1.0,1.0,0.39669421487603307,1.0991735537190082,121.0
71,A Survey of Multi-agent Reinforcement Learning from Game Theoretical Perspective,0.07042253521126761,0.08450704225352113,0.5774647887323944,1.2394366197183098,0.04225352112676056,0.04225352112676056,1.0,1.0,0.7746478873239436,4.183098591549296,71.0
72,A Comprehensive Survey on Trustworthiness in Reasoning with Large Language Models,0.10869565217391304,0.17391304347826086,0.5,0.8913043478260869,0.1956521739130435,0.1956521739130435,1.0,1.0,0.8043478260869565,3.652173913043478,46.0
73,"A Survey on Quantum Machine Learning: Basics, Current Trends, Challenges, Opportunities, and the Road Ahead",0.0875,0.1125,0.65,1.2375,0.1125,0.125,1.0,1.0,0.7125,1.95,80.0
74,"A Survey on Deep Learning Approaches for Tabular Data Generation: Utility, Alignment, Fidelity, Privacy, Diversity, and Beyond",0.02631578947368421,0.02631578947368421,0.4473684210526316,0.8947368421052632,0.0,0.0,1.0,1.0,0.7105263157894737,1.8157894736842106,38.0
75,Neural Graph Reasoning: A Survey on Complex Logical Query Answering,0.21666666666666667,0.25,0.38333333333333336,0.7833333333333333,0.08333333333333333,0.1,1.0,1.0,0.5833333333333334,1.5666666666666667,60.0
76,Deep Learning and Foundation Models for Weather Prediction: A Survey,0.1891891891891892,0.21621621621621623,0.2702702702702703,0.3783783783783784,0.05405405405405406,0.05405405405405406,1.0,1.0,0.6756756756756757,4.1891891891891895,37.0
77,A Survey on Self-Play Methods in Reinforcement Learning,0.06557377049180328,0.06557377049180328,0.45901639344262296,0.7377049180327869,0.13114754098360656,0.18032786885245902,1.0,1.0,0.6229508196721312,1.8032786885245902,61.0
78,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code,0.02127659574468085,0.02127659574468085,0.6595744680851063,1.5319148936170213,0.0425531914893617,0.0425531914893617,1.0,1.0,0.8297872340425532,3.851063829787234,47.0
79,A‌ Survey of Reasoning in Autonomous Driving Systems: Open Challenges and Emerging Paradigms,0.1875,0.3125,0.234375,0.3125,0.09375,0.09375,1.0,1.0,0.46875,1.53125,64.0
80,"A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence",0.19047619047619047,0.23809523809523808,0.3619047619047619,0.4857142857142857,0.12380952380952381,0.1523809523809524,1.0,1.0,0.5714285714285714,1.7333333333333334,105.0
81,Robustness in Large Language Models: A Survey of Mitigation Strategies and Evaluation Metrics,0.04938271604938271,0.06172839506172839,0.3333333333333333,0.5555555555555556,0.06172839506172839,0.07407407407407407,1.0,1.0,0.6049382716049383,1.5308641975308641,81.0
82,The SMOTE Paradox: Why a 92% Baseline Collapsed to 6%—A Systematic Review of 821 Papers in Imbalanced Learning (2020–2025),0.10679611650485436,0.11650485436893204,0.17475728155339806,0.24271844660194175,0.02912621359223301,0.02912621359223301,1.0,1.0,0.2524271844660194,0.30097087378640774,103.0
83,Unveiling Topological Structures from Language: A Survey of Topological Data Analysis Applications in NLP,0.0196078431372549,0.0196078431372549,0.35294117647058826,0.47058823529411764,0.19607843137254902,0.35294117647058826,1.0,0.0,0.5686274509803921,2.1372549019607843,51.0
84,Early Classification of Time Series: A Survey and Benchmark,0.046511627906976744,0.046511627906976744,0.4186046511627907,0.7209302325581395,0.13953488372093023,0.13953488372093023,1.0,1.0,0.4186046511627907,1.186046511627907,43.0
85,Bias Assessment and Data Drift Detection in Medical Image Analysis: A Survey,0.1282051282051282,0.1794871794871795,0.5384615384615384,1.0256410256410255,0.07692307692307693,0.07692307692307693,1.0,1.0,0.8205128205128205,2.8205128205128207,39.0
86,A Survey on Transferability of Adversarial Examples Across Deep Neural Networks,0.05263157894736842,0.05263157894736842,0.22807017543859648,0.3157894736842105,0.05263157894736842,0.05263157894736842,1.0,1.0,0.543859649122807,1.6666666666666667,57.0
87,Graph Reinforcement Learning for Combinatorial Optimization: A Survey and Unifying Perspective,0.07547169811320754,0.07547169811320754,0.49056603773584906,1.0566037735849056,0.07547169811320754,0.07547169811320754,1.0,1.0,0.6792452830188679,3.490566037735849,53.0
88,A Survey on the Honesty of Large Language Models,0.4375,0.5625,0.375,0.46875,0.0,0.0,1.0,1.0,0.65625,3.15625,32.0
89,Where Do We Stand with Implicit Neural Representations? A Technical and Performance Survey,0.3225806451612903,0.41935483870967744,0.45161290322580644,1.0,0.16129032258064516,0.22580645161290322,1.0,1.0,0.0967741935483871,0.0967741935483871,31.0
90,A Survey of Token Compression for Efficient Multimodal Large Language Models,0.09210526315789473,0.10526315789473684,0.34210526315789475,0.5,0.02631578947368421,0.02631578947368421,1.0,1.0,0.5263157894736842,1.6710526315789473,76.0
91,"A Comprehensive Survey on Inverse Constrained Reinforcement Learning: Definitions, Progress and Challenges",0.16666666666666666,0.2037037037037037,0.4444444444444444,0.7592592592592593,0.018518518518518517,0.05555555555555555,1.0,1.0,0.6481481481481481,1.9814814814814814,54.0
92,A Survey on Large Language Model Acceleration based on KV Cache Management,0.16666666666666666,0.21212121212121213,0.3333333333333333,0.48484848484848486,0.21212121212121213,0.22727272727272727,0.0,1.0,0.6515151515151515,1.878787878787879,66.0
93,What’s in the Bottle? A Survey and Roadmap of Concept Bottleneck Models,0.19607843137254902,0.3333333333333333,0.5294117647058824,0.9411764705882353,0.35294117647058826,0.37254901960784315,1.0,1.0,0.7058823529411765,2.7450980392156863,51.0
94,Video Generation Models: A Survey of Post-Training and Alignment,0.10101010101010101,0.1111111111111111,0.31313131313131315,0.3939393939393939,0.08080808080808081,0.09090909090909091,1.0,1.0,0.5656565656565656,1.4141414141414141,99.0
95,Measuring Data Science Automation: A Survey of Evaluation Tools for AI Assistants and Agents,0.07692307692307693,0.07692307692307693,0.6923076923076923,2.4615384615384617,0.3076923076923077,0.6923076923076923,1.0,1.0,0.5384615384615384,2.923076923076923,13.0
96,Formal Methods in Robot Policy Learning and Verification: A Survey on Current Techniques and Future Directions,0.3333333333333333,0.5757575757575758,0.5151515151515151,0.8484848484848485,0.24242424242424243,0.30303030303030304,1.0,1.0,0.7272727272727273,5.636363636363637,33.0
97,In-context Learning with Retrieved Demonstrations for Language Models: A Survey,0.16129032258064516,0.16129032258064516,0.6774193548387096,1.3225806451612903,0.03225806451612903,0.03225806451612903,0.0,1.0,0.9032258064516129,4.225806451612903,31.0
98,Prior and Posterior Networks: A Survey on Evidential Deep Learning Methods For Uncertainty Estimation,0.0,0.0,0.3235294117647059,0.5,0.029411764705882353,0.029411764705882353,0.0,1.0,0.7058823529411765,2.088235294117647,34.0
99,Deep Generative Models through the Lens of the Manifold Hypothesis: A Survey and New Connections,0.03636363636363636,0.05454545454545454,0.5636363636363636,1.290909090909091,0.23636363636363636,0.2727272727272727,1.0,1.0,0.7818181818181819,3.8363636363636364,55.0
100,Gradient-based Bi-level Optimization for Deep Learning: A Survey,0.0,0.0,0.36,0.8,0.24,0.28,1.0,1.0,0.8,2.92,25.0
101,Beyond Single-Turn: A Survey on Multi-Turn Interactions with Large Language Models,0.3170731707317073,0.36585365853658536,0.35365853658536583,0.6097560975609756,0.21951219512195122,0.3048780487804878,1.0,1.0,0.6951219512195121,2.6463414634146343,82.0
102,Multi-Modal Foundation Models for Computational Pathology: A Survey,0.09090909090909091,0.13636363636363635,0.3181818181818182,0.4090909090909091,0.045454545454545456,0.045454545454545456,1.0,1.0,0.6363636363636364,1.9090909090909092,22.0
103,Large Language Models as Interfaces to Structured Data: A Survey,0.2708333333333333,0.3125,0.3541666666666667,0.4166666666666667,0.0625,0.0625,0.0,1.0,0.4791666666666667,0.9375,48.0
104,A Survey on Large Language Model-Based Social Agents in Game-Theoretic Scenarios,0.1509433962264151,0.20754716981132076,0.3018867924528302,0.6037735849056604,0.11320754716981132,0.18867924528301888,0.0,1.0,0.33962264150943394,1.2641509433962264,53.0
105,"Large Language Models (LLMs) on Tabular Data: Prediction, Generation, and Understanding - A Survey",0.10204081632653061,0.10204081632653061,0.5102040816326531,1.183673469387755,0.12244897959183673,0.14285714285714285,1.0,1.0,0.6938775510204082,2.0816326530612246,49.0
106,A Comprehensive Study of Real-Time Object Detection Networks Across Multiple Domains: A Survey,0.018867924528301886,0.018867924528301886,0.49056603773584906,0.7735849056603774,0.3018867924528302,0.32075471698113206,1.0,1.0,0.5094339622641509,0.9433962264150944,53.0
107,"A Survey on Generative Modeling with Limited Data, Few Shots, and Zero Shot",0.13402061855670103,0.30927835051546393,0.28865979381443296,0.5257731958762887,0.061855670103092786,0.08247422680412371,1.0,1.0,0.6494845360824743,2.0721649484536084,97.0
108,A Survey on Causal Discovery Methods for I.I.D. and Time Series Data,0.056818181818181816,0.056818181818181816,0.38636363636363635,0.6477272727272727,0.011363636363636364,0.011363636363636364,1.0,1.0,0.6363636363636364,1.0227272727272727,88.0
109,"Long-Term Fairness Inquiries and Pursuits in Machine Learning: A Survey of Notions, Methods, and Challenges",0.21212121212121213,0.24242424242424243,0.6060606060606061,1.0,0.18181818181818182,0.24242424242424243,1.0,1.0,0.7878787878787878,2.8484848484848486,33.0
110,Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models,0.05263157894736842,0.05263157894736842,0.34210526315789475,0.6052631578947368,0.05263157894736842,0.05263157894736842,0.0,1.0,0.3684210526315789,0.631578947368421,38.0
111,A Survey of Temporal Credit Assignment in Deep Reinforcement Learning,0.14754098360655737,0.14754098360655737,0.5245901639344263,1.540983606557377,0.21311475409836064,0.2786885245901639,1.0,1.0,0.6557377049180327,2.0,61.0
112,A Comprehensive Survey of Contamination Detection Methods in Large Language Models,0.07317073170731707,0.07317073170731707,0.2682926829268293,0.4146341463414634,0.07317073170731707,0.07317073170731707,1.0,0.0,0.6341463414634146,2.3902439024390243,41.0
113,Vision-and-Language Navigation Today and Tomorrow: A Survey in the Era of Foundation Models,0.14705882352941177,0.23529411764705882,0.4117647058823529,0.5,0.029411764705882353,0.029411764705882353,1.0,1.0,0.7352941176470589,4.264705882352941,34.0
114,Preserving Privacy in Large Language Models: A Survey on Current Threats and Solutions,0.1774193548387097,0.2903225806451613,0.532258064516129,1.8064516129032258,0.16129032258064516,0.16129032258064516,1.0,1.0,0.6451612903225806,2.774193548387097,62.0
115,The LLM Data Auditor: A Metric-oriented Survey on Quality and Trustworthiness in Evaluating Synthetic Data,0.04316546762589928,0.04316546762589928,0.28776978417266186,0.37410071942446044,0.1223021582733813,0.1366906474820144,1.0,1.0,0.5899280575539568,1.3597122302158273,139.0
116,A Survey on the Possibilities & Impossibilities of AI-generated Text Detection,0.18,0.22,0.54,1.12,0.02,0.02,1.0,1.0,0.62,1.18,50.0
117,A Short Survey on Importance Weighting for Machine Learning,0.045454545454545456,0.045454545454545456,0.3181818181818182,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.0,1.0,0.9090909090909091,7.818181818181818,22.0
118,Training Conditional GANs on Limited and Long-Tailed Data: a Survey and Comparative Analysis,0.05263157894736842,0.05263157894736842,0.7368421052631579,1.5263157894736843,0.10526315789473684,0.10526315789473684,1.0,1.0,0.8421052631578947,2.8421052631578947,19.0
122,"End-to-end Task-oriented Dialogue: A Survey of Tasks, Methods, and Future Directions",0.19047619047619047,0.23809523809523808,0.38095238095238093,0.5238095238095238,0.047619047619047616,0.047619047619047616,0.0,1.0,0.6666666666666666,3.238095238095238,21.0
123,Give Me the Facts! A Survey on Factual Knowledge Probing in Pre-trained Language Models,0.14285714285714285,0.2857142857142857,0.5,0.7857142857142857,0.0,0.0,1.0,1.0,0.8571428571428571,5.714285714285714,14.0
124,How to Determine the Most Powerful Pre-trained Language Model without Brute Force Fine-tuning? An Empirical Survey,0.0,0.0,0.4,0.6,0.2,0.4,1.0,1.0,0.5333333333333333,1.5333333333333334,15.0
126,An Integrative Survey on Mental Health Conversational Agents to Bridge Computer Science and Medical Perspectives,0.047619047619047616,0.047619047619047616,0.5714285714285714,1.0,0.09523809523809523,0.09523809523809523,1.0,1.0,0.6666666666666666,2.619047619047619,21.0
130,Culture in Artificial Intelligence: A Literature Review & Proposal,0.0,0.0,0.25,0.375,0.25,0.375,1.0,1.0,0.5,3.125,8.0
132,What Are Tools Anyway? A Survey from the Language Model Perspective,0.0,0.0,0.35294117647058826,0.47058823529411764,0.0,0.0,1.0,1.0,0.47058823529411764,1.7647058823529411,34.0
133,LLM as a Mastermind: A Survey of Strategic Reasoning with Large Language Models,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.21428571428571427,1.0,1.0,0.5,2.9285714285714284,14.0
134,Beyond Accuracy: Evaluating the Reasoning Behavior of Large Language Models - A Survey,0.2,0.2,0.4666666666666667,0.8666666666666667,0.0,0.0,1.0,1.0,0.8666666666666667,4.6,15.0
135,(Mis)Fitting Scaling Laws: A Survey of Scaling Law Fitting Techniques in Deep Learning,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.7058823529411765,0.23529411764705882,0.35294117647058826,1.0,1.0,0.6470588235294118,2.9411764705882355,17.0
