file,evaluator,source_set,topic,prompt,weakness_index,severity,issue,location,judgment,is_correct,rationale,evidence,confidence,source_path
cc/codex_surveys/active_learning_trustsurvey.json,cc,codex_surveys,active_learning,trustsurvey,4,minor,Missing coverage of graph neural network active learning and active learning for other non-standard architectures,Applications section does not mention graph-structured data or GNN-based active learning,invalid,False,"The reviewer accuses the survey of ignoring graph-structured data and GNN active learning. However, the survey's scope statement explicitly says it 'does not aim to exhaust every domain-specific variant' and focuses on concepts, representative methods, and evaluation lessons that recur across domains. The Applications section covers NLP, Vision, Medical Imaging, and Scientific Discovery. Not covering GNN-specific AL is within the stated scope. The accusation that this is a review-worthy flaw is unsupported.","[""Scope statement: 'does not aim to exhaust every domain-specific variant; instead it emphasizes concepts, representative methods, and evaluation lessons that recur across domains'; Applications section covers text, vision, medical, scientific—graph-structured data is a domain-specific variant within scientific discovery""]",high,agent/test_inputs/codex_surveys/active_learning
cc/codex_surveys/active_learning_trustsurvey.json,cc,codex_surveys,active_learning,trustsurvey,5,minor,Cold-start problem (how to initialize with no labeled data) is not explicitly addressed as a distinct challenge,Problem Formulations section; the basic loop assumes existing labeled set but doesn't discuss initialization,invalid,False,"The reviewer claims the 'cold-start problem' (initialization with no labeled data) is not explicitly addressed. The survey defines the problem in Section 2.1 with labeled set $\mathcal{L}=\{(x_j,y_j)\}$ and the loop starts by training on $\mathcal{L}$. Standard AL allows any initial $\mathcal{L}$ including as few as one example; cold-start is not a distinct unsolved problem—it is just the start of the loop. The survey's treatment is standard and adequate for a research survey. No specific text was identified that was misleading or incomplete.","[""Section 2.1 defines $\\mathcal{L}=\\{(x_j,y_j)\\}$ and the loop trains on it; early AL theory assumes minimal initial labels; the survey's formulation is standard and does not claim $\\mathcal{L}$ is large""]",high,agent/test_inputs/codex_surveys/active_learning
cc/codex_surveys/action_recognition_trustsurvey.json,cc,codex_surveys,action_recognition,trustsurvey,1,major,No explicit literature search methodology or inclusion/exclusion criteria stated anywhere in the paper,Missing from the paper - would typically appear in Introduction or a dedicated Methodology section,valid,True,"这份综述在第一节开篇即表明作为""文献综述""撰写，但通读全文后确实找不到任何关于系统性文献检索方法的描述。survey没有说明搜索了哪些数据库、使用了哪些关键词、制定了什么样的纳入排除标准来筛选文献。这种方法论透明度缺失是综述论文的重要缺陷，因为读者无法判断文献覆盖是否全面、是否存在选择性偏差。","['全文无""Methodology""或""Search Strategy""等关键词', 'Introduction仅说明""我们关注识别研究中的建模选择""，未说明文献筛选依据', 'Survey text声明""The goal is not to produce a leaderboard catalogue""但未说明如何确定纳入的论文集合']",high,agent/test_inputs/codex_surveys/action_recognition
cc/codex_surveys/action_recognition_trustsurvey.json,cc,codex_surveys,action_recognition,trustsurvey,2,major,R(2+1)D citation (Tran et al. 2018) only appears in text but lacks proper citation. The reference list ends before it is properly introduced in the bibliography section.,"Line 102: 'Later architectures such as R(2+1)D decomposed 3D convolutions into separate spatial and temporal operations, improving optimization and interpretability [tran2018closer]' - the citation is used but may be missing from references.bib",invalid,False,"审稿人指控[tran2018closer]在正文中被引用但参考文献中缺失。经核查references.bib，该条目明确存在：@inproceedings{tran2018closer, title={A Closer Look at Spatiotemporal Convolutions for Action Recognition}, booktitle={Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition}, pages={6450--6459}, year={2018}}。该引用完整且对应正确。","['references.bib第53-59行明确包含@inproceedings{tran2018closer}条目', '正文中""[tran2018closer]""引用与参考文献表中的条目一一对应', '审稿人所称""ends before it is properly introduced""与实际文件结构不符']",high,agent/test_inputs/codex_surveys/action_recognition
cc/codex_surveys/action_recognition_trustsurvey.json,cc,codex_surveys,action_recognition,trustsurvey,3,minor,The 2017 I3D paper (Carreira & Zisserman) is cited but appears as an arXiv preprint rather than the published CVPR version,"Reference [carreira2017quo] lists it as proceeding, but the cited Kinetics paper [kay2017kinetics] remains as arXiv preprint",invalid,False,审稿人认为carreira2017quo应该以arXiv preprint形式引用而非会议版本，但该论文确实存在CVPR 2017正式出版版本。文献引用为Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition是完全正确的。对于kay2017kinetics标注为arXiv preprint也是恰当的——该论文确实以arXiv技术报告首次发布。这两个引用格式均符合实际情况，不构成综述缺陷。,"['references.bib中carreira2017quo明确标注booktitle={Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition}', 'carreira和Zisserman的I3D论文确实在CVPR 2017正式发表', 'kay2017kinetics标注为arXiv preprint符合该论文的发表历史']",high,agent/test_inputs/codex_surveys/action_recognition
cc/codex_surveys/action_recognition_trustsurvey.json,cc,codex_surveys,action_recognition,trustsurvey,4,major,"Minimal coverage of audio modality in action recognition - auditory features, audio-visual fusion, and sound-guided recognition receive only passing mentions",Abstract mentions 'audio' among modalities but Section 4.1 on fusion and Section 6.4 on multimodal recognition give audio minimal treatment despite its importance in many action recognition benchmarks,valid,True,"审稿人正确指出了音频模态处理不足的问题。survey在摘要中列举""audio""作为数据来源之一，但在第4.1节""Appearance, Motion, and Fusion""中，仅以""RGB plus audio helps for actions with sound signatures""一句带过；在第8.4节""Multimodal Recognition""中音频也缺乏深入讨论，仅提到""Audio may be absent""。然而很多重要的行为识别方法（如基于音视频对比学习的Self-Supervised方法）在此survey中未获充分篇幅，AVA等数据集的官方基准就包含音频track。这构成了模态覆盖的不均衡。","['第4.1节正文：""RGB plus optical flow often improves accuracy... RGB plus audio helps for actions with sound signatures""——仅此一句', '第8.4节正文：""Audio may be absent; pose may fail; text narrations may be misaligned""——将audio仅作为失败场景提及', '第8.4节结尾提到""modality dropout, uncertainty modeling""但未深入audio-specific技术', 'AVG/EPIC-KITCHENS等数据集明确包含音频track但未被用于展示audio-based方法的优势']",medium,agent/test_inputs/codex_surveys/action_recognition
cc/codex_surveys/action_recognition_trustsurvey.json,cc,codex_surveys,action_recognition,trustsurvey,5,minor,Missing discussion of some influential recent works,"Absent coverage of works such as OmniMAE, MagicVault, or other state-of-the-art video SSL methods that have appeared since the apparent cutoff",valid,True,审稿人指控survey缺少对近期重要SSL方法的覆盖。虽然survey对VideoMAE/MaskFeat/MVD等有所涉及，但OmniMAE（统一图像-视频掩码自编码器）等重要工作的确实属缺失。考虑到survey在第8.2节专门讨论Self-Supervised学习并提及VideoMAE V2，但未提及OmniMAE等同期工作，确实存在文献覆盖缺口。,"['第8.2节覆盖了VideoMAE、MaskFeat、MVD、VideoMAE V2', 'OmniMAE（多模态统一MAE）在survey时间范围内且与视频SSL主题高度相关但未出现', 'survey在Trends章节未追踪最新state-of-the-art的视频SSL进展']",medium,agent/test_inputs/codex_surveys/action_recognition
cc/codex_surveys/action_recognition_trustsurvey.json,cc,codex_surveys,action_recognition,trustsurvey,6,minor,Sports-1M citation appears to be missing from references.bib despite being mentioned in the text,"Line 104 and Table: 'Sports-1M showed that large-scale video labels could train deep networks, although the labels were noisy and sports-centric [karpathy2014large]' - this citation exists but the paper lacks full bibliographical entry",invalid,False,"审稿人指控karpathy2014large引用在references.bib中缺失，但经仔细核查，references.bib第41-47行明确包含该条目：@inproceedings{karpathy2014large, title={Large-Scale Video Classification with Convolutional Neural Networks}, booktitle={Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition}, pages={1725--1732}, year={2014}}。该条目不仅存在，而且格式正确完整。审稿人的指控与事实不符。","['references.bib第41-47行明确包含@inproceedings{karpathy2014large}条目', '该条目完整记录了CVPR 2018的发表信息', '正文中多处引用[karpathy2014large]与参考文献表完全对应']",high,agent/test_inputs/codex_surveys/action_recognition
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,1,major,"No explicit review methodology: search strategy, inclusion/exclusion criteria, scope decisions, and how works were selected are never stated. The paper reads as an expert-authored narrative rather than a systematic review.","Throughout; addressed only obliquely in acknowledgments (lines 887-891) referencing Settles (2009) and Ren et al. (2021) as shaping the organization, but no systematic search protocol is described.",invalid,False,"The reviewer demands systematic-review methodology (search strategy, inclusion/exclusion criteria) that is not standard practice for machine learning survey papers. The survey's stated goal is a 'comprehensive, self-contained overview' with explicit organization across 9 sections. ML surveys routinely synthesize literature through expert authorship rather than PRISMA-style protocols. The acknowledgment of prior surveys (Settles 2009, Ren et al. 2021) is transparent and appropriate. The accusation sets an unreasonable bar for an ML field survey.","[""Abstract: 'This survey provides a comprehensive, self-contained overview of active learning research'"", 'Section structure clearly delineates scope and organization', 'Acknowledgments explicitly acknowledges prior foundational surveys']",high,agent/test_inputs/cc_surveys/active_learning
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,2,minor,"houlsby2011bayesian is cited as arXiv preprint (arXiv:1112.5745, 2011) with no published version reference. The paper was later published in JMLR (~2014). The survey misses the canonical published version.","references.bib entry houlsby2011bayesian; cited in Section 2.4 (BALD), Section 1 (Introduction)",valid,True,The reviewer correctly identifies that houlsby2011bayesian is cited as arXiv:1112.5745 without reference to the JMLR published version. The paper 'Bayesian Active Learning for Classification and Preference Learning' was later published in JMLR (2014). Citing the arXiv preprint where a published version exists is a bibliographic imprecision.,"[""references.bib: 'houlsby2011bayesian' entry cites only 'arXiv preprint arXiv:1112.5745'""]",high,agent/test_inputs/cc_surveys/active_learning
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,3,major,"Missing BatchBALD (Kirsch et al., NeurIPS 2019) — a highly influential method that extends BALD to batch settings and is a natural gap between the section presenting BALD and the section on batch-mode active learning. Its absence makes the coverage of batch BALD incomplete.","Section 5 (Deep Active Learning) and Section 6 (Practical Considerations, batch-mode subsection); BatchBALD is a seminal paper (1300+ citations) for batch deep active learning.",valid,True,"BatchBALD (Kirsch et al., NeurIPS 2019) is a seminal batch-mode extension of BALD that directly addresses the gap between single-sample BALD and batch-mode acquisition. The survey covers BALD in Section 4.4 and batch-mode approaches in Section 6.1, but nowhere mentions BatchBALD. This is a real gap: BatchBALD bridges exactly these two covered topics and is widely cited for batch deep active learning. The reviewer is correct that its absence makes BALD-to-batch coverage incomplete.","['Section 4.4 BALD covers single-sample acquisition', 'Section 6.1 batch-mode covers core-set, BADGE, DPPs but no BatchBALD', ""No mention of Kirsch et al. or 'BatchBALD' anywhere in the survey text or bibliography""]",high,agent/test_inputs/cc_surveys/active_learning
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,4,major,"Missing active learning for graph neural networks — a significant and active sub-area with graph-specific query strategies. No citation to foundational papers (Cai et al. 2017, Gao et al. 2018 ANRMAB, Hu et al. 2020) or the 2024 Graph Active Learning survey.",Section 8 (Applications) and Section 9 (Emerging Frontiers); no mention or citation of graph AL anywhere in the paper.,valid,True,"The reviewer correctly claims that active learning for graph neural networks (GNN-AL) is entirely absent. This is a significant and active sub-area with dedicated query strategies that differ from standard pool-based methods due to graph structure. The survey has no mention of graph AL anywhere—not in Applications (Section 7), Emerging Frontiers (Section 8), or elsewhere. This is a genuine coverage gap, though the reviewer may slightly overstate the urgency since GNN-AL could be considered a specialized domain application.","[""Section 7 'Applications' has no graph-related subsection or citations"", ""Section 8 'Emerging Frontiers' covers LLMs, multimodal, continual learning, causal, and human-in-the-loop but not graph AL"", 'No reference to Cai et al. 2017, Gao et al. 2018, Hu et al. 2020, or any graph AL survey']",high,agent/test_inputs/cc_surveys/active_learning
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,5,minor,"Stopping criteria coverage is thin — only three criteria are mentioned (budget exhaustion, validation plateau, acquisition stability, disagreement-based). The extensive literature on stopping criteria, including theoretical analysis, is barely touched. The foundational works of Vlachos (2008), Bloodgood & Shanker (2009), and Laws et al. (2011) are absent.","Section 6.3 (Stopping Criteria), lines 550-564",valid,True,"The survey's Section 6.3 'Stopping Criteria' covers only four criteria with no mention of theoretical analysis. The reviewer correctly cites Vlachos (2008) and Bloodgood & Shanker (2009) as foundational theoretical works on stopping criteria that are absent. The survey acknowledges Vlachos2010 in references.bib but does not cite it in the stopping criteria discussion, suggesting it was overlooked. This results in thin, predominantly practical coverage of stopping criteria.","['Section 6.3: only budgets, validation plateau, acquisition stability, disagreement-based stopping', ""references.bib includes 'vlachos2010stopping' and 'bloodgood2014stopping' but they are not cited in Section 6.3"", 'No theoretical stopping criterion analysis mentioned']",high,agent/test_inputs/cc_surveys/active_learning
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,6,minor,"Active learning for semantic segmentation is mentioned only cursorily (Kendall 2017 Bayesian SegNet, Casanova 2020 instance-based). The dedicated sub-area of region-based and superpixel queries for segmentation (Mackowiak et al. 2018, Siddiqui et al. 2020) is absent, despite segment annotation being one of the costliest labeling tasks in computer vision.","Section 7.1 (Computer Vision), lines 688-693",valid,True,"The survey's Computer Vision section (Section 7.1) mentions segmentation only via Bayesian SegNet (Kendall 2017) and instance-based method (Casanova 2020). The reviewer correctly notes that region-based and superpixel query strategies for segmentation (Mackowiak et al. 2018, Siddiqui et al. 2020) are absent. Given that pixel-level annotation is among the most expensive tasks in computer vision and has dedicated AL strategies, this is a real but minor coverage gap.","[""Section 7.1: only 'kendall2017uncertainties' and 'casanova2020instance' cited for segmentation"", 'No Mackowiak, Siddiqui, or similar region/superpixel references in bibliography', ""Segmentation mentioned as 'compelling application' but coverage is thin""]",high,agent/test_inputs/cc_surveys/active_learning
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,7,minor,"Active learning for video understanding and autonomous driving are absent. These are high-cost annotation domains with dedicated AL strategies (Kar et al. 2022, Saran et al. 2019 for video; Feng et al. 2022, Chen et al. 2021 for autonomous driving perception).",Section 7 (Applications); video activity is mentioned only via Shukla et al. (2020) without any dedicated discussion of temporal or tracking considerations.,valid,True,"The survey's Applications section (Section 7) covers vision, NLP, medical imaging, drug discovery, robotics, and audio, but does not include dedicated coverage of video understanding or autonomous driving. The reviewer is correct that Shukla et al. (2020) on video classification is mentioned but without temporal/tracking considerations, and autonomous driving perception is absent. These are indeed high-cost annotation domains with specialized AL strategies.","[""Section 7.1 video: only 'shukla2020active' for video classification without temporal considerations"", 'No references to video-specific AL works (Kar et al. 2022, Saran et al. 2019)', 'No autonomous driving perception AL references (Feng et al. 2022, Chen et al. 2021)']",medium,agent/test_inputs/cc_surveys/active_learning
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,8,minor,"No discussion of the interaction between active learning and semi-supervised learning (pseudo-labeling, consistency regularization, self-training). This is an increasingly important combination in practice, especially for the cold-start problem (Section 6.4).",Section 6.4 (Cold-Start) and Section 5 (Deep Active Learning),valid,True,"The survey covers cold-start (Section 6.4) and deep active learning (Section 5) but does not discuss the combination of AL with semi-supervised learning (pseudo-labeling, consistency regularization, self-training). This combination is indeed increasingly important in practice, particularly for addressing the cold-start problem where limited labeled data exists. The absence is a real gap.","['Section 6.4 cold-start: covers unsupervised feature-clustering and warm-start transfer but no semi-supervised combination', 'Section 5 deep AL: no mention of combining AL with semi-supervised or self-training objectives', 'No citation to semi-supervised + AL literature anywhere in the survey']",high,agent/test_inputs/cc_surveys/active_learning
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,9,minor,"ren2021survey is cited with an arXiv note but no volume/page info of the actual ACM Computing Surveys publication. The DOI points to the arXiv version, not the published journal article.",references.bib entry ren2021survey; cited in Section 1 (Introduction) and throughout,valid,True,"The reviewer correctly identifies that ren2021survey is cited as an arXiv preprint with no journal publication details. While the 'note' field contains the arXiv identifier, the entry lacks the volume/pages of the ACM Computing Surveys publication. The DOI also points to arXiv rather than the journal. This is a bibliographic imprecision similar to weakness 2.","[""references.bib ren2021survey: 'note = {arXiv:2009.00236}, doi = {10.48550/arXiv.2009.00236}' with no journal volume/pages""]",high,agent/test_inputs/cc_surveys/active_learning
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,10,minor,"The author field in references.bib is empty for the primary survey entry (activelearning2025survey in README.md), suggesting the paper is still in preparation or the authors are undeclared. This is unusual for a survey claiming to be a complete, self-standing review.",README.md lines 61-67,invalid,False,"The empty author field is in README.md, not in the actual survey document (main.tex). The README is a build/instruction file, not the survey itself. The main.tex shows a generic 'Literature Survey' author entry, which is common for pre-submission or anonymous reviews. This does not constitute a real weakness of the survey content and does not affect the academic quality or completeness of the paper.","['README.md is a project documentation file, separate from main.tex', ""main.tex contains 'Literature Survey' in author field, a placeholder typical for pre-submission drafts"", 'No impact on survey content, rigor, or bibliography']",high,agent/test_inputs/cc_surveys/active_learning
