file,evaluator,source_set,topic,prompt,weakness_index,severity,issue,location,judgment,is_correct,rationale,evidence
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,2,minor,No systematic benchmark-based method evaluation or empirical comparison. The survey describes methods theoretically but lacks a dedicated comparison table or analysis of empirical performance across strategies.,"Section 4 (Query Strategy Frameworks) and Table 1 - Only computational cost and Bayesian requirement are compared, not empirical accuracy/speed tradeoffs",,,,
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,3,moderate,"Citation of placeholder/unverified reference. The survey cites zhang2024active with arXiv number '2401.00000' which appears to be a placeholder DOI, not a real arXiv identifier.",Section 7.2 (Natural Language Processing) and references.bib - 'Active Learning for Instruction Tuning',,,,
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,4,minor,"Missing reference to two canonical surveys. The survey acknowledges Settles (2009) and Ren (2021) in the acknowledgments but does not cite Settles' 2012 Morgan & Claypool book, which is a foundational monograph on active learning.",Section 1 and Acknowledgments - Mentions 'the seminal survey by Settles' but the 2012 book is absent despite being highly relevant,,,,
cc/cc_surveys/active_learning_trustsurvey.json,cc,cc_surveys,active_learning,trustsurvey,5,moderate,Missing Hanneke (2014) Foundations & Trends monograph. The disagreement coefficient and theory section cites hanneke2007 and references hanneke2014theory but the monograph is not included in the bibliography despite being the definitive treatment of disagreement-based active learning theory.,Section 5.2 (The Disagreement Coefficient) - 'The disagreement coefficient framework of hanneke2014theory' is mentioned but the reference is missing from references.bib,,,,
cc/cc_surveys/ai_for_code_generation_arise.json,cc,cc_surveys,ai_for_code_generation,arise,1,moderate,"No original taxonomy, framework, or novel analysis — the paper is primarily organizational synthesis of existing surveys, which overlaps substantially with recent surveys (Jiang 2024, Huynh 2025, Zhang 2023)","Introduction, Section 1; the paper explicitly positions itself as building upon prior surveys",,,,
cc/cc_surveys/ai_for_code_generation_arise.json,cc,cc_surveys,ai_for_code_generation,arise,2,severe,"Citation accuracy issues: (a) Line 84 cites Vaswani 2017 for 'semantics-based program synthesis from the 1970s' — Vaswani 2017 is about transformers, not 1970s program synthesis; (b) Codex and HumanEval are cited under different BibTeX keys despite referring to the same paper (Chen2021Codex vs Chen2021CodexHumanEval); (c) Bubeck 2023 Sparks of AGI cited in the evaluation section appears off-topic",references.bib; introduction (line 84); evaluation section (Table 2 footnote; introduction lines 84-86),,,,
cc/cc_surveys/ai_for_code_generation_arise.json,cc,cc_surveys,ai_for_code_generation,arise,3,moderate,Several reference entries missing complete publication details: many arXiv preprints do not include version dates or specific page numbers; some entries use 'and others' for author lists inconsistently,"references.bib — e.g., Jiang2024SurveyCodeLLMs, Dong2025SurveyCodeAgents, Wang2024SurveyRLCode",,,,
cc/cc_surveys/ai_for_code_generation_arise.json,cc,cc_surveys,ai_for_code_generation,arise,4,moderate,"Analysis depth is mostly descriptive; while motivation is provided for individual models, the paper rarely engages in comparative critical analysis across approaches or discusses why certain techniques failed to scale","Throughout Sections 2-7 — e.g., encoder-only vs decoder-only models are described but not critically compared on axes beyond reported numbers",,,,
cc/cc_surveys/ai_for_code_generation_arise.json,cc,cc_surveys,ai_for_code_generation,arise,5,minor,"The paper does not discuss multilingual code generation, cross-language transfer, or non-Python languages in any detail except as a note in StarCoder",Sections 4 on pre-trained models; coverage focuses primarily on English-Python code,,,,
cc/cc_surveys/ai_for_code_generation_arise.json,cc,cc_surveys,ai_for_code_generation,arise,6,minor,Agent section (Section 7) is relatively brief (approx 15 lines) and lacks depth on specific multi-agent architectures beyond a cursory mention of CodeR,Section 7 Agentic Code Generation,,,,
cc/cc_surveys/ai_for_code_generation_plain.json,cc,cc_surveys,ai_for_code_generation,plain,1,severe,"The author information contains placeholder text: 'Author Name' and 'author@example.com', which indicate an incomplete or unfinalized manuscript",Author block in title area (lines 60-64),,,,
cc/cc_surveys/ai_for_code_generation_plain.json,cc,cc_surveys,ai_for_code_generation,plain,2,moderate,"The APPS benchmark is incorrectly cited as Li2022AlphaCode. APPS was introduced by Hendrycks et al. in 2021 ('Measuring Coding Challenge Comprehension With Automated Solving of Programs'), not in the AlphaCode paper which focuses on competition-level generation with clustering-based filtering","Table 2, benchmark row: 'APPS [Li2022AlphaCode] 2021 10,000 pass@k Competition problems'",,,,
cc/cc_surveys/ai_for_code_generation_plain.json,cc,cc_surveys,ai_for_code_generation,plain,3,moderate,"Missing discussion of recent frontier models and techniques that have become influential in 2024-2025, including OpenAI's o1/o3 reasoning models for code, GPT-4.5/5's code generation capabilities, Anthropic Claude's code generation features, and test-time compute scaling strategies for code synthesis","Section 2 (Pre-trained Models), Section 4 (RL for Code)",,,,
cc/cc_surveys/ai_for_code_generation_plain.json,cc,cc_surveys,ai_for_code_generation,plain,4,minor,"The HumanEval numbers in Table 1 lack reproducibility context. Exact pass@1 scores vary significantly based on temperature, sampling procedure, and whether evaluation uses strict pass@k calculation or pass@1 with greedy decoding. DeepSeek-Coder's 75.4% requires specific evaluation setup that should be noted","Table 1, column 'HumanEval pass@1' with values 28.8% through 75.4%",,,,
cc/cc_surveys/ai_for_code_generation_plain.json,cc,cc_surveys,ai_for_code_generation,plain,5,minor,"Limited coverage of fine-grained prompting strategies like Self-Consistency for code, ensemble methods, and adaptive testing strategies that are commonly discussed in recent code generation literature",Section 3 (Prompting and In-Context Learning),,,,
cc/cc_surveys/ai_for_code_generation_trustsurvey.json,cc,cc_surveys,ai_for_code_generation,trustsurvey,1,severe,"Mis-citation: The survey attributes 'semantics-based program synthesis' from the 1970s to Vaswani2017Attention (line 84), but Vaswani et al. 2017 is the 'Attention is All You Need' transformer paper, not a 1970s program synthesis reference. This is an internal hallucination where the citation does not match the cited source's content or era.","Section 1 (Introduction), paragraph 1: 'vasquez2017Attention~cite{Vaswani2017Attention}' attributed to early semantics-based program synthesis from the 1970s",,,,
cc/cc_surveys/ai_for_code_generation_trustsurvey.json,cc,cc_surveys,ai_for_code_generation,trustsurvey,2,moderate,"Scope/inclusion criteria declaration is absent or implicit. The survey claims to systematically analyze 'over 70 representative works' but does not state search strategy, database coverage (e.g., arXiv only vs. including peer-reviewed venues), time bounds, or explicit inclusion/exclusion criteria. This makes the coverage boundary non-inspectable to readers.","Introduction, abstract and Section 1: 'We systematically analyze over 70 representative works' stated without corresponding search or filtering criteria",,,,
cc/cc_surveys/ai_for_code_generation_trustsurvey.json,cc,cc_surveys,ai_for_code_generation,trustsurvey,3,moderate,"Table 1 (model comparison) is incomplete and potentially misleading for cross-model comparison. It shows only HumanEval pass@1 for models but omits: (1) all encoder-only models lack performance metrics (labeled '---'), (2) no MBPP or other benchmark scores, (3) no training data size, (4) no open-source status or license. This gives an incomplete view of model capabilities.",Table 1 (sec 4.3): Summary of major code generation models,,,,
cc/cc_surveys/ai_for_code_generation_trustsurvey.json,cc,cc_surveys,ai_for_code_generation,trustsurvey,4,moderate,"Hallucinated model claim: The survey states Codex 'powers GitHub Copilot' (line 162), but this is an unverified claim. OpenAI has never officially confirmed that Codex directly powers GitHub Copilot (which runs on GPT-4 class models according to public documentation). This factual claim about a proprietary system lacks verification.","Section 4.3, paragraph 1: 'Codex powers GitHub Copilot, which as of 2024 is used by millions of developers worldwide.'",,,,
cc/cc_surveys/ai_for_code_generation_trustsurvey.json,cc,cc_surveys,ai_for_code_generation,trustsurvey,5,minor,Missing specific topic coverage: The survey lacks systematic coverage of code repair/fixing as a distinct category despite covering related topics like RL for code and benchmark limitations. Automated Program Repair (APR) is a major subfield that overlaps with RL for code and security concerns but receives only tangential mention via CodeT5's 'code refinement' task.,Entire survey: Section 4 on pre-trained models and Section 5 on RL mention code understanding/generation tasks but APR is not treated as a dedicated topic,,,,
cc/cc_surveys/ai_for_code_generation_trustsurvey.json,cc,cc_surveys,ai_for_code_generation,trustsurvey,6,minor,"Incomplete benchmark table: Table 2 compares benchmarks on task count and metric but omits language coverage (HumanEval is Python-only, APPS covers multiple languages), dataset leakage risk level, number of test cases per problem, and release dates. This limits evaluative comparison.",Table 2 (sec 5): Key code generation benchmarks compared,,,,
cc/cc_surveys/aspect_based_sentiment_analysis_plain.json,cc,cc_surveys,aspect_based_sentiment_analysis,plain,1,severe,"The paper lacks identifiable individual authors, listing only 'Comprehensive Literature Survey' / 'June 2026', which is atypical for academic literature and raises questions about authorship and accountability.",Author block (lines 43-46): '\textbf{Comprehensive Literature Survey}\\[6pt] \normalsize \textit{June 2026}',,,,
cc/cc_surveys/aspect_based_sentiment_analysis_plain.json,cc,cc_surveys,aspect_based_sentiment_analysis,plain,2,moderate,"Performance claim lacks context and comparability: 'deep learning---including attention mechanisms achieving accuracy in the range of 0.687--0.823 on the SemEval datasets' appears without specifying which datasets, which models, or comparison baselines, making the figure uninterpretable.","Section 3, deep learning paragraph (line 153): 'with deep learning---including attention mechanisms achieving accuracy in the range of 0.687--0.823 on the SemEval datasets---identified as a highly effective paradigm.'",,,,
cc/cc_surveys/aspect_based_sentiment_analysis_plain.json,cc,cc_surveys,aspect_based_sentiment_analysis,plain,3,minor,"Duplicate bibliography entries for survey papers: both '@article{liu2020survey' (lines 315-324) and '@article{schouten2016survey' (lines 326-336) are labelled '-- Survey Papers ---', and there is a second '--- Survey Papers ---' marker (line 326) that causes a structural repetition.",references.bib: duplicate '--- Survey Papers ---' section dividers at lines 314 and 326,,,,
cc/cc_surveys/aspect_based_sentiment_analysis_plain.json,cc,cc_surveys,aspect_based_sentiment_analysis,plain,4,moderate,"Several specific works are missing from the survey's coverage despite being significant contributions: DEBP (Zhang et al. 2019, ACL) on dependency-based semantic parsing for ABSA, the paraphrase generation work on ASQP (Zhang et al. 2021, EMNLP) which is discussed but the reference is catalogued under a different title in the bib, and knowledge-enhanced ABSA approaches using sentiment knowledge graphs or lexical resources.",Sections 2-9; the survey covers a broad range of methods but omits some influential specific models and knowledge-enhanced paradigms,,,,
cc/cc_surveys/aspect_based_sentiment_analysis_plain.json,cc,cc_surveys,aspect_based_sentiment_analysis,plain,5,minor,"Section 5 (Pre-Trained Language Models) does not clearly distinguish between BERT fine-tuning strategies versus post-training approaches, and lacks discussion of lighter efficient variants (DistilBERT, TinyBERT) which are practically important for ABSA deployment.","Section 5, Pre-Trained Language Models (lines 194-221)",,,,
cc/cc_surveys/aspect_based_sentiment_analysis_plain.json,cc,cc_surveys,aspect_based_sentiment_analysis,plain,6,minor,"The conclusion reads as a restatement of section summaries rather than a synthesized reflection on overarching patterns, open questions that cut across paradigms, or recommendations for the field.","Section 11, Conclusion (lines 410-414): 'ABSA has evolved from early feature engineering approaches...'",,,,
cc/cc_surveys/automatic_speech_recognition_arise.json,cc,cc_surveys,automatic_speech_recognition,arise,1,moderate,"As a survey paper, it lacks original contribution beyond synthesis of existing work—no new taxonomy, framework, or experimental results",Throughout; this is inherent in survey design,,,,
cc/cc_surveys/automatic_speech_recognition_arise.json,cc,cc_surveys,automatic_speech_recognition,arise,2,minor,No figures beyond tables; relies heavily on textual and mathematical presentation rather than visual illustrations of architectures or pipelines,"Entire document; all visual content consists of tables (timeline, E2E comparison, SOTA results)",,,,
cc/cc_surveys/automatic_speech_recognition_arise.json,cc,cc_surveys,automatic_speech_recognition,arise,3,minor,Minimal discussion of deployment specifics and production considerations beyond computational efficiency,Section 8.5 (Computational Efficiency),,,,
cc/cc_surveys/automatic_speech_recognition_plain.json,cc,cc_surveys,automatic_speech_recognition,plain,1,severe,"Incomplete author and affiliation metadata—the author block lists only 'Literature Survey' and \today without names or institutional affiliations, making it impossible to assess authorship credibility or contact the authors","Author block in \maketitle (lines ~60-66), and the acknowledgments section notes only 'This survey was prepared as part of an independent literature review project' without identifying who conducted the review",,,,
cc/cc_surveys/automatic_speech_recognition_plain.json,cc,cc_surveys,automatic_speech_recognition,plain,2,severe,"Several bibliographic entries lack complete publication details—multiple arXiv preprints (e.g., jelinek1980ngram, jozefowicz2016lstmlm, graves2012rnnt) have no venue or publisher; mozilov2010rnnlm uses a proceedings entry but the correct reference is INTERSPEECH; several entries are arXiv-only without DOI or conference equivalent","references.bib entries for jelinek1980ngram, jozefowicz2016lstmlm, graves2012rnnt, graves2014e2e, chu2023qwen, chen2023salm, treviso2022privacy, adams2021lowresource, psarz2022contextual, wu2022speakeradapt, and others",,,,
cc/cc_surveys/automatic_speech_recognition_plain.json,cc,cc_surveys,automatic_speech_recognition,plain,3,severe,"The paper lacks any numerical performance summary or comparative analysis section that would help readers understand relative tradeoffs. Table 5 lists SOTA WERs but compares only a few individual models at a single point in time—systematic comparison across architectures (e.g., RNN-T vs Conformer vs Whisper on the same conditions) or training regimes would strengthen the paper considerably",Section 7.3 'State-of-the-Art Results' (Table 5) and throughout the architecture sections—comparisons are qualitative but never quantified beyond occasional per-model bullet points,,,,
cc/cc_surveys/automatic_speech_recognition_plain.json,cc,cc_surveys,automatic_speech_recognition,plain,4,moderate,Several topic areas are addressed superficially—speaker diarization and overlapping speech are covered in fewer than 5 sentences in Section 6.6 with no mathematical treatment or architectural discussion; privacy-preserving ASR (treviso2022privacy) is cited without meaningful explanation; multimodal AVSR is discussed briefly but without covering modern approaches,"Section 6.6 'Overlapping Speech and Speaker Diarization' (1 paragraph, ~5 lines); Section 6.5 'Computational Efficiency' (1 paragraph, ~8 lines); Section 5.3 'Audio-Visual ASR' (mentioned in passing in Section 7.4)",,,,
cc/cc_surveys/automatic_speech_recognition_plain.json,cc,cc_surveys,automatic_speech_recognition,plain,5,moderate,"The paper's coverage is overwhelmingly English-centric, with limited treatment of multilingual, cross-lingual, and non-English ASR. While the self-supervised learning section mentions XLS-R and USM's multilingual capabilities, there is no dedicated analysis of challenges in non-English ASR beyond the brief code-switching subsection",Section 6.2 'Low-Resource Languages' and Section 6.3 'Code-Switching' provide only high-level summaries without detailed architectural or experimental comparisons,,,,
cc/cc_surveys/automatic_speech_recognition_plain.json,cc,cc_surveys,automatic_speech_recognition,plain,6,moderate,"Missing discussion of streaming/low-latency ASR as a distinct challenge—the paper mentions RNN-T streaming briefly but does not systematically cover latency-constrained decoding, adaptive computation, or real-time requirements for production systems",Section 4.2 on RNN-T and Section 4.3 on LAS mention streaming but without dedicated analysis; the open challenges section mentions computational efficiency but does not connect it to latency tradeoffs,,,,
cc/cc_surveys/automatic_speech_recognition_plain.json,cc,cc_surveys,automatic_speech_recognition,plain,7,minor,"Several referenced figures and illustrations are missing from the provided source—notably the paper references tables and discusses architecture diagrams (e.g., Conformer block, LAS architecture) but no PNG/PDF figures appear in the directory","Section 4.3 'Listen, Attend and Spell' describes architecture components without any accompanying figure; Section 5.2 'The Conformer Architecture' references the block structure verbally",,,,
cc/cc_surveys/automatic_speech_recognition_plain.json,cc,cc_surveys,automatic_speech_recognition,plain,8,minor,"There is a small numerical discrepancy in Table 3 (line 366)—the 'Typical WER (LibriSpeech clean)' row lists CTC ~3.5%, RNN-T ~2.5%, LAS ~3.0%, but the SOTA table (Table 5) lists wav2vec 2.0 at 1.8%, the best single-system number, which is better than all three values in the comparison table and may confuse readers about what those percentages represent","Table 3 'Comparison of end-to-end ASR architectures', WER row; Section 4.4 'Comparison of End-to-End Approaches'",,,,
cc/cc_surveys/automatic_speech_recognition_trustsurvey.json,cc,cc_surveys,automatic_speech_recognition,trustsurvey,1,moderate,"Contribution statement missing: the survey states 'comprehensive, structured overview' but does not articulate a specific contribution as a survey such as a novel taxonomy, synthesis framework, or organizing perspective.","Abstract and Introduction: 'This survey provides a comprehensive, structured overview of ASR research, tracing its historical trajectory while focusing on the modern landscape.'",,,,
cc/cc_surveys/automatic_speech_recognition_trustsurvey.json,cc,cc_surveys,automatic_speech_recognition,trustsurvey,2,minor,"Scope/inclusion-criteria declaration missing: the survey does not state its search strategy, inclusion/exclusion criteria, time span of covered literature, or venue scope.",Introduction section (Section 1),,,,
cc/cc_surveys/automatic_speech_recognition_trustsurvey.json,cc,cc_surveys,automatic_speech_recognition,trustsurvey,3,minor,"Synthesis/original viewpoint insufficient: the survey mainly lists methods chronologically and categorically rather than providing cross-paper synthesis, thematic analysis, or a distinctive organizing abstraction.",Throughout the paper - each section follows a 'method-by-method' pattern,,,,
cc/cc_surveys/automatic_speech_recognition_trustsurvey.json,cc,cc_surveys,automatic_speech_recognition,trustsurvey,4,minor,"Method evaluation insufficient: the state-of-the-art comparison table includes representative systems but lacks systematic metric analysis, ablation discussions, or comparative commentary on trade-offs.",Section 8.3 'State-of-the-Art Results' and Table 3,,,,
cc/cc_surveys/automatic_speech_recognition_trustsurvey.json,cc,cc_surveys,automatic_speech_recognition,trustsurvey,5,moderate,Missing specific references: several notable ASR architectures and frameworks are absent or insufficiently covered.,"Transformer architectures section (Section 5), End-to-end section (Section 4)",,,,
cc/cc_surveys/automatic_speech_recognition_trustsurvey.json,cc,cc_surveys,automatic_speech_recognition,trustsurvey,6,minor,"Missing specific topics: practical deployment considerations, benchmarking protocols, and some specialized ASR tasks are not covered.",Scope of the survey,,,,
cc/cc_surveys/commonsense_reasoning_arise.json,cc,cc_surveys,commonsense_reasoning,arise,1,moderate,"Limited visualizations: the paper relies on a single benchmark comparison table (Table 1) with no figures, diagrams, or conceptual illustrations to support the taxonomy or architectural descriptions","Throughout, but most relevant in Section 1 (Introduction) which outlines the taxonomy and Section 6 (Neuro-Symbolic Approaches)",,,,
cc/cc_surveys/commonsense_reasoning_arise.json,cc,cc_surveys,commonsense_reasoning,arise,2,moderate,"Under-representation of some recent developments beyond 2023; while the survey includes references up to 2023 (GPT-4, Llama, Toolformer), more recent frontier model developments and their commonsense implications could be expanded",Sections 4-5 covering neural approaches and prompting,,,,
cc/cc_surveys/commonsense_reasoning_arise.json,cc,cc_surveys,commonsense_reasoning,arise,3,minor,English-centric coverage reflects broader field limitations but could more prominently discuss efforts toward multilingual and cross-cultural commonsense resources,"Section 7.5 (Cross-Lingual and Cross-Cultural Dimensions), Section 3 (Knowledge Resources)",,,,
cc/cc_surveys/commonsense_reasoning_plain.json,cc,cc_surveys,commonsense_reasoning,plain,1,severe,"The benchmark table (Table 1) shows performance numbers from the original papers (e.g., '56% for BERT-large' on CommonsenseQA) without acknowledging that contemporary LLMs have dramatically surpassed these baselines. HellaSwag shows GPT-4 at 96%, effectively solving the benchmark—a major omission that misrepresents the current state.","Section 3 (Benchmarks), Table 1 caption and entries",,,,
cc/cc_surveys/commonsense_reasoning_plain.json,cc,cc_surveys,commonsense_reasoning,plain,2,moderate,"Despite citing GPT-4 and modern LLMs as motivation in the introduction, the paper provides minimal analysis of their commonsense capabilities. Chain-of-thought prompting receives only two short paragraphs, and tool-augmented reasoning is mentioned in a single sentence without substantive discussion of capabilities or limitations.",Sections 5 (Prompting) and throughout,,,,
cc/cc_surveys/commonsense_reasoning_plain.json,cc,cc_surveys,commonsense_reasoning,plain,3,moderate,"The neuro-symbolic section is brief and lacks coverage of recent advances in differentiable logic programming, formal verification of commonsense properties, or hybrid architectures beyond 2019-2021 work.",Section 6 (Neuro-Symbolic Approaches),,,,
cc/cc_surveys/commonsense_reasoning_plain.json,cc,cc_surveys,commonsense_reasoning,plain,4,moderate,"The paper lacks a quantitative summary or framework for comparing approaches. There is no comparative analysis of how different methods (knowledge graphs vs. prompting vs. neuro-symbolic) trade off on dimensions like robustness, scalability, and interpretability.","Throughout, but particularly in concluding sections",,,,
cc/cc_surveys/commonsense_reasoning_plain.json,cc,cc_surveys,commonsense_reasoning,plain,5,minor,"Multimodal commonsense is treated as a brief mention in the knowledge resources section and a bullet point in open challenges, despite VCR and Visual Genome being significant benchmarks with substantial research.","Section 4.4 (Other Knowledge Resources), Section 8.5 (Multimodal Commonsense)",,,,
cc/cc_surveys/commonsense_reasoning_plain.json,cc,cc_surveys,commonsense_reasoning,plain,6,minor,"No discussion of cultural and linguistic bias in commonsense knowledge beyond a brief cross-lingual bullet point, despite the paper's own call for 'more adversarial and compositional benchmarks' which requires understanding these biases.",Section 7.4 (Cross-Lingual and Cross-Cultural Dimensions),,,,
cc/cc_surveys/commonsense_reasoning_trustsurvey.json,cc,cc_surveys,commonsense_reasoning,trustsurvey,1,moderate,"Missing scope declaration: no explicit search strategy, inclusion/exclusion criteria, time span, or venue scope stated",Introduction and throughout - no systematic survey methodology described,,,,
cc/cc_surveys/commonsense_reasoning_trustsurvey.json,cc,cc_surveys,commonsense_reasoning,trustsurvey,2,moderate,Internal inconsistency: Table 1 shows outdated model performance that conflicts with later claims in the text,"Table 1 and Section 3.3 (HellaSwag), lines 159-195",,,,
cc/cc_surveys/commonsense_reasoning_trustsurvey.json,cc,cc_surveys,commonsense_reasoning,trustsurvey,3,minor,Table format inconsistency: ARC entries lack proper citation markup compared to other benchmarks,"Table 1, row 8, lines 168-169",,,,
cc/cc_surveys/commonsense_reasoning_trustsurvey.json,cc,cc_surveys,commonsense_reasoning,trustsurvey,4,minor,Placeholder author metadata: survey contains generic placeholder information,"Author block, lines 22-26",,,,
cc/cc_surveys/commonsense_reasoning_trustsurvey.json,cc,cc_surveys,commonsense_reasoning,trustsurvey,5,minor,Temporal commonsense benchmarks appear underrepresented despite being listed as a major category,Section 2.1 (What is Commonsense Reasoning?) and Section 4 (Benchmarks),,,,
cc/cc_surveys/continual_learning_arise.json,cc,cc_surveys,continual_learning,arise,1,moderate,The paper could benefit from more detailed discussion of specific implementation challenges and practical considerations for deploying CL in real systems,Section 6.2 'Toward Real-World Deployment' (lines 936-944),,,,
cc/cc_surveys/continual_learning_arise.json,cc,cc_surveys,continual_learning,arise,2,minor,Limited coverage of energy efficiency and computational cost comparisons between the three methodological families,Methodological Families section (lines 359-661),,,,
cc/cc_surveys/continual_learning_arise.json,cc,cc_surveys,continual_learning,arise,3,minor,The survey does not discuss continual learning evaluation protocols for reinforcement learning in comprehensive detail,Section 5.3 'Robotics and Reinforcement Learning' (lines 886-904),,,,
cc/cc_surveys/continual_learning_plain.json,cc,cc_surveys,continual_learning,plain,1,severe,"No named authors - the paper only lists 'Literature Survey' with no identifiable authors, which severely undermines credibility and accountability for the content",Author field in preamble (lines 84-92): 'Literature Survey' without any actual author names or affiliations,,,,
cc/cc_surveys/continual_learning_plain.json,cc,cc_surveys,continual_learning,plain,2,moderate,Overclaim in abstract stating the survey aims to be a 'definitive reference' - this is an overstated claim that a survey paper cannot make,Abstract section: 'This survey aims to serve as a definitive reference for researchers and practitioners',,,,
cc/cc_surveys/continual_learning_plain.json,cc,cc_surveys,continual_learning,plain,3,moderate,"Limited coverage of foundation models and their interplay with continual learning, despite mentioning this as a contribution",Section 8.1 'Continual Learning with Foundation Models' - relatively brief treatment of a rapidly evolving area,,,,
cc/cc_surveys/continual_learning_plain.json,cc,cc_surveys,continual_learning,plain,4,moderate,"Shallow treatment of practical deployment challenges including edge computing, latency constraints, and resource efficiency",Section 8.2 'Toward Real-World Deployment' - discussion is brief and lacks depth on real-world implementation details,,,,
cc/cc_surveys/continual_learning_plain.json,cc,cc_surveys,continual_learning,plain,5,minor,Missing discussion of test-time adaptation and online continual learning methods that have gained prominence,Section 5 'Evaluation Protocols and Benchmarks' - lacks coverage of modern evaluation protocols,,,,
cc/cc_surveys/continual_learning_plain.json,cc,cc_surveys,continual_learning,plain,6,minor,Limited empirical comparison - the survey describes methods but lacks consolidated performance comparison tables across benchmarks,Throughout the paper - primarily describes methods qualitatively with limited quantitative comparative analysis,,,,
cc/cc_surveys/continual_learning_trustsurvey.json,cc,cc_surveys,continual_learning,trustsurvey,1,moderate,"Scope / inclusion-criteria declaration missing: The survey does not state any search strategy, inclusion/exclusion criteria, time span, venue scope, or how papers were selected for coverage.",Section 1.1 'Scope and Contributions' - states building upon existing surveys but provides no search methodology,,,,
cc/cc_surveys/continual_learning_trustsurvey.json,cc,cc_surveys,continual_learning,trustsurvey,2,moderate,Internal inconsistency: The paper_source/appendix.tex and experimental sections contain content that is structurally inconsistent with the claimed survey nature of the document.,"paper_source/gmc.tex, paper_source/experiments.tex - contains method description and experiments for 'GMC' (Gradient-Matching Coresets) including algorithm pseudocode, ablation studies, and comparisons to baseline methods",,,,
