paper_id,title,gap_coverage,gap_volume,contrast_coverage,contrast_volume,synthesis_coverage,synthesis_volume,scope_exists,contribution_exists,reference_topic_coverage,citations_per_topic,topic_count,accepted,integrity_internal,integrity_factual,integrity_taxonomy,integrity_argument,risk_gap,risk_contrast,risk_synthesis,risk_scope,risk_reference,calibrated_cap,integrity_count,integrity_cap,final_score
60,Machine Learning with Physics Knowledge for Prediction: A Survey,0.074074074074074,0.074074074074074,0.6296296296296297,3.0,0.037037037037037,0.037037037037037,1.0,1.0,0.925925925925926,7.814814814814815,27.0,1,3.0,5.0,0.0,0.0,0.6210119605670619,0.0,0.7619047619047621,0.0,0.0,23.809523809523792,8.0,20.0,20.0
61,"A Survey on Large Language Models for Critical Societal Domains: Finance, Healthcare, and Law",0.1470588235294117,0.1764705882352941,0.3088235294117647,0.5735294117647058,0.088235294117647,0.088235294117647,1.0,1.0,0.7205882352941176,3.6176470588235294,68.0,1,0.0,0.0,0.0,2.0,0.09711672958623496,0.4005190311418685,0.4327731092436977,0.0,0.0,56.72268907563023,2.0,80.0,56.72268907563023
62,AI Security in the Foundation Model Era: A Comprehensive Survey from a Unified Perspective,0.0416666666666666,0.0555555555555555,0.1944444444444444,0.2638888888888889,0.1527777777777778,0.1944444444444444,1.0,1.0,0.5972222222222222,2.583333333333333,72.0,1,0.0,1.0,1.0,4.0,0.7157589704252965,0.6225490196078431,0.01785714285714246,0.0,0.16701259167012594,28.424102957470353,6.0,40.0,28.424102957470353
64,Adversarial Attacks on Multimodal Large Language Models: A Comprehensive Survey,0.0833333333333333,0.1041666666666666,0.2916666666666667,0.3333333333333333,0.1041666666666666,0.125,1.0,1.0,0.6458333333333334,1.3541666666666667,48.0,1,3.0,1.0,1.0,4.0,0.4670480695474306,0.5123456790123457,0.330357142857143,0.0,0.2803263546798028,48.76543209876543,9.0,10.0,10.0
66,The Landscape of Agentic Reinforcement Learning for LLMs: A Survey,0.1217391304347826,0.1478260869565217,0.2521739130434782,0.3826086956521739,0.0782608695652174,0.0956521739130434,1.0,1.0,0.6956521739130435,1.7217391304347829,115.0,1,2.0,5.0,0.0,3.0,0.24367169521861443,0.5104859335038364,0.496894409937888,0.0,0.08497948827783885,48.95140664961636,10.0,0.0,0.0
67,Deep Neural Networks and Brain Alignment: Brain Encoding and Decoding (Survey),0.0714285714285714,0.1142857142857142,0.4428571428571428,0.7428571428571429,0.1571428571428571,0.1714285714285714,1.0,1.0,0.6857142857142857,2.5285714285714285,70.0,1,1.0,7.0,0.0,3.0,0.4601328903654489,0.14033613445378168,0.0,0.0,0.043586550435865457,53.98671096345511,11.0,0.0,0.0
68,From Euclidean to Graph-Structured Data: A Survey of Collaborative Learning,0.1851851851851851,0.2222222222222222,0.6172839506172839,1.2345679012345678,0.0864197530864197,0.0864197530864197,1.0,1.0,0.6666666666666666,2.4444444444444446,81.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.44444444444444453,0.0,0.07015359070153593,55.55555555555555,2.0,80.0,55.55555555555555
69,Graph Neural Networks Designed for Different Graph Types: A Survey,0.0,0.0,0.4782608695652174,0.5652173913043478,0.0869565217391304,0.0869565217391304,1.0,1.0,0.6956521739130435,2.4347826086956523,23.0,1,2.0,3.0,0.0,0.0,1.0,0.17310789049919484,0.44099378881987583,0.0,0.02972548594942881,0.0,5.0,50.0,0.0
70,"The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why - A Survey from MARL to Emergent Language and LLMs",0.1983471074380165,0.371900826446281,0.4545454545454545,1.1239669421487604,0.2727272727272727,0.3884297520661157,1.0,1.0,0.396694214876033,1.0991735537190082,121.0,1,0.0,1.0,0.0,0.0,0.0,0.11764705882352955,0.0,0.0,0.446702963062071,55.3297036937929,1.0,90.0,55.3297036937929
72,A Comprehensive Survey on Trustworthiness in Reasoning with Large Language Models,0.108695652173913,0.1739130434782608,0.5,0.8913043478260869,0.1956521739130435,0.1956521739130435,1.0,1.0,0.8043478260869565,3.652173913043478,46.0,0,0.0,0.0,0.0,0.0,0.17846309403437877,0.02941176470588236,0.0,0.0,0.0,82.15369059656213,0.0,100.0,82.15369059656213
73,"A Survey on Quantum Machine Learning: Basics, Current Trends, Challenges, Opportunities, and the Road Ahead",0.0875,0.1125,0.65,1.2375,0.1125,0.125,1.0,1.0,0.7125,1.95,80.0,0,4.0,5.0,0.0,2.0,0.42441191511122467,0.0,0.27678571428571397,0.0,0.0062266500622665255,57.55880848887753,11.0,0.0,0.0
74,"A Survey on Deep Learning Approaches for Tabular Data Generation: Utility, Alignment, Fidelity, Privacy, Diversity, and Beyond",0.0263157894736842,0.0263157894736842,0.4473684210526316,0.8947368421052632,0.0,0.0,1.0,1.0,0.7105263157894737,1.8157894736842104,38.0,1,0.0,3.0,0.0,0.0,0.8653595123067193,0.13157894736842102,1.0,0.0,0.03499631040465878,0.0,3.0,70.0,0.0
75,Neural Graph Reasoning: A Survey on Complex Logical Query Answering,0.2166666666666666,0.25,0.3833333333333333,0.7833333333333333,0.0833333333333333,0.1,1.0,1.0,0.5833333333333334,1.5666666666666669,60.0,1,6.0,6.0,0.0,1.0,0.0,0.25588235294117656,0.4642857142857143,0.0,0.18638439186384392,53.57142857142857,13.0,0.0,0.0
76,Deep Learning and Foundation Models for Weather Prediction: A Survey,0.1891891891891892,0.2162162162162162,0.2702702702702703,0.3783783783783784,0.054054054054054,0.054054054054054,1.0,1.0,0.6756756756756757,4.1891891891891895,37.0,0,0.0,8.0,0.0,5.0,0.0,0.4753577106518283,0.6525096525096528,0.0,0.057588098683989175,34.74903474903472,13.0,0.0,0.0
77,A Survey on Self-Play Methods in Reinforcement Learning,0.0655737704918032,0.0655737704918032,0.4590163934426229,0.7377049180327869,0.1311475409836065,0.180327868852459,1.0,1.0,0.6229508196721312,1.8032786885245904,61.0,0,3.0,14.0,0.0,2.0,0.6645023913216614,0.1089681774349085,0.15690866510538648,0.0,0.13112712573750074,33.549760867833854,19.0,0.0,0.0
78,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code,0.0212765957446808,0.0212765957446808,0.6595744680851063,1.5319148936170213,0.0425531914893617,0.0425531914893617,1.0,1.0,0.8297872340425532,3.851063829787234,47.0,1,1.0,0.0,1.0,1.0,0.891141733354369,0.0,0.7264437689969604,0.0,0.0,10.885826664563103,3.0,70.0,10.885826664563103
79,A‌ Survey of Reasoning in Autonomous Driving Systems: Open Challenges and Emerging Paradigms,0.1875,0.3125,0.234375,0.3125,0.09375,0.09375,1.0,1.0,0.46875,1.53125,64.0,1,0.0,2.0,1.0,1.0,0.0,0.5450367647058824,0.3973214285714284,0.0,0.3462017434620175,45.49632352941176,4.0,60.0,45.49632352941176
80,"A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence",0.1904761904761904,0.238095238095238,0.3619047619047619,0.4857142857142857,0.1238095238095238,0.1523809523809524,1.0,1.0,0.5714285714285714,1.7333333333333334,105.0,1,1.0,1.0,1.0,2.0,0.0,0.2974789915966387,0.204081632653061,0.0,0.20298879202988795,70.25210084033613,5.0,50.0,50.0
81,Robustness in Large Language Models: A Survey of Mitigation Strategies and Evaluation Metrics,0.0493827160493827,0.0617283950617283,0.3333333333333333,0.5555555555555556,0.0617283950617283,0.074074074074074,1.0,1.0,0.6049382716049383,1.530864197530864,81.0,1,3.0,4.0,0.0,2.0,0.6841766338058851,0.3529411764705882,0.6031746031746037,0.0,0.1864202209029796,31.58233661941149,9.0,10.0,10.0
83,Unveiling Topological Structures from Language: A Survey of Topological Data Analysis Applications in NLP,0.0196078431372549,0.0196078431372549,0.3529411764705882,0.4705882352941176,0.196078431372549,0.3529411764705882,1.0,0.0,0.5686274509803921,2.1372549019607843,51.0,0,0.0,0.0,0.0,2.0,0.8996796366206927,0.31487889273356406,0.0,0.0,0.206895709716016,10.032036337930727,2.0,80.0,10.032036337930727
84,Early Classification of Time Series: A Survey and Benchmark,0.0465116279069767,0.0465116279069767,0.4186046511627907,0.7209302325581395,0.1395348837209302,0.1395348837209302,1.0,1.0,0.4186046511627907,1.186046511627907,43.0,1,0.0,1.0,0.0,3.0,0.7620307659374574,0.18741450068399446,0.10299003322259126,0.0,0.41614295230096443,23.796923406254255,4.0,60.0,23.796923406254255
85,Bias Assessment and Data Drift Detection in Medical Image Analysis: A Survey,0.1282051282051282,0.1794871794871795,0.5384615384615384,1.0256410256410255,0.0769230769230769,0.0769230769230769,1.0,1.0,0.8205128205128205,2.8205128205128207,39.0,0,1.0,0.0,0.0,1.0,0.08168282752787992,0.0,0.5054945054945055,0.0,0.0,49.45054945054945,2.0,80.0,49.45054945054945
86,A Survey on Transferability of Adversarial Examples Across Deep Neural Networks,0.0526315789473684,0.0526315789473684,0.2280701754385964,0.3157894736842105,0.0526315789473684,0.0526315789473684,1.0,1.0,0.543859649122807,1.6666666666666667,57.0,1,2.0,1.0,0.0,0.0,0.7307190246134385,0.5572755417956659,0.6616541353383458,0.0,0.2414410871512529,26.928097538656147,3.0,70.0,26.928097538656147
87,Graph Reinforcement Learning for Combinatorial Optimization: A Survey and Unifying Perspective,0.0754716981132075,0.0754716981132075,0.490566037735849,1.0566037735849056,0.0754716981132075,0.0754716981132075,1.0,1.0,0.6792452830188679,3.490566037735849,53.0,1,3.0,3.0,0.0,1.0,0.613861242841912,0.047724750277469585,0.514824797843666,0.0,0.052609318827980034,38.613875715808796,7.0,30.0,30.0
88,A Survey on the Honesty of Large Language Models,0.4375,0.5625,0.375,0.46875,0.0,0.0,1.0,1.0,0.65625,3.15625,32.0,1,0.0,2.0,0.0,1.0,0.0,0.31423611111111105,1.0,0.0,0.08468244084682441,0.0,3.0,70.0,0.0
89,Where Do We Stand with Implicit Neural Representations? A Technical and Performance Survey,0.3225806451612903,0.4193548387096774,0.4516129032258064,1.0,0.1612903225806451,0.2258064516129032,1.0,1.0,0.0967741935483871,0.0967741935483871,31.0,1,0.0,1.0,0.0,0.0,0.0,0.12333965844402284,0.0,0.0,0.948569228324512,5.143077167548804,1.0,90.0,5.143077167548804
90,A Survey of Token Compression for Efficient Multimodal Large Language Models,0.0921052631578947,0.1052631578947368,0.3421052631578947,0.5,0.0263157894736842,0.0263157894736842,1.0,1.0,0.5263157894736842,1.6710526315789471,76.0,1,0.0,0.0,0.0,1.0,0.46143804922687714,0.33591331269349856,0.8308270676691729,0.0,0.26591072950121264,16.91729323308271,1.0,90.0,16.91729323308271
91,"A Comprehensive Survey on Inverse Constrained Reinforcement Learning: Definitions, Progress and Challenges",0.1666666666666666,0.2037037037037037,0.4444444444444444,0.7592592592592593,0.0185185185185185,0.0555555555555555,1.0,1.0,0.6481481481481481,1.9814814814814807,54.0,1,1.0,1.0,0.0,0.0,0.0,0.13725490196078438,0.880952380952381,0.0,0.09598265762649327,11.904761904761896,2.0,80.0,11.904761904761896
92,A Survey on Large Language Model Acceleration based on KV Cache Management,0.1666666666666666,0.2121212121212121,0.3333333333333333,0.4848484848484848,0.2121212121212121,0.2272727272727272,0.0,1.0,0.6515151515151515,1.878787878787879,66.0,1,1.0,2.0,0.0,0.0,0.0,0.3529411764705882,0.0,1.0,0.09128646364013737,0.0,3.0,70.0,0.0
95,Measuring Data Science Automation: A Survey of Evaluation Tools for AI Assistants and Agents,0.0769230769230769,0.0769230769230769,0.6923076923076923,2.4615384615384617,0.3076923076923077,0.6923076923076923,1.0,1.0,0.5384615384615384,2.923076923076923,13.0,1,2.0,1.0,0.0,0.0,0.6064354975119486,0.0,0.0,0.0,0.24897020787431745,39.35645024880514,3.0,70.0,39.35645024880514
96,Formal Methods in Robot Policy Learning and Verification: A Survey on Current Techniques and Future Directions,0.3333333333333333,0.5757575757575758,0.5151515151515151,0.8484848484848485,0.2424242424242424,0.303030303030303,1.0,1.0,0.7272727272727273,5.636363636363637,33.0,1,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,60.0,60.0
97,In-context Learning with Retrieved Demonstrations for Language Models: A Survey,0.1612903225806451,0.1612903225806451,0.6774193548387096,1.3225806451612905,0.032258064516129,0.032258064516129,0.0,1.0,0.9032258064516128,4.225806451612903,31.0,1,0.0,0.0,0.0,13.0,0.174784107686344,0.0,0.7926267281105992,1.0,0.0,0.0,13.0,0.0,0.0
98,Prior and Posterior Networks: A Survey on Evidential Deep Learning Methods For Uncertainty Estimation,0.0,0.0,0.3235294117647059,0.5,0.0294117647058823,0.0294117647058823,0.0,1.0,0.7058823529411765,2.088235294117647,34.0,0,3.0,6.0,0.0,0.0,1.0,0.37197231833910027,0.8109243697478994,1.0,0.015456743095743852,0.0,9.0,10.0,0.0
