paper_id,title,gap_coverage,gap_volume,contrast_coverage,contrast_volume,synthesis_coverage,synthesis_volume,scope_exists,contribution_exists,reference_topic_coverage,citations_per_topic,topic_count
31,Memorisation in Machine Learning: A Survey of Results,0.0952380952380952,0.119047619047619,0.5952380952380952,1.4761904761904765,0.238095238095238,0.3095238095238095,1.0,1.0,0.5476190476190477,2.9047619047619047,42.0
32,Video Diffusion Models: A Survey,0.1206896551724138,0.1551724137931034,0.4137931034482758,0.7931034482758621,0.0517241379310344,0.0689655172413793,1.0,1.0,0.7068965517241379,1.8448275862068968,58.0
33,GANs Class-Conditioning Methods: A Survey,0.1333333333333333,0.1333333333333333,0.3666666666666666,0.5,0.1666666666666666,0.3,1.0,1.0,0.6333333333333333,1.7,30.0
34,A Survey on Out-of-Distribution Detection in NLP,0.1111111111111111,0.2222222222222222,0.2962962962962963,0.5925925925925926,0.1111111111111111,0.1111111111111111,1.0,1.0,0.7037037037037037,2.888888888888889,27.0
35,Conditional Image Synthesis with Diffusion Models: A Survey,0.015625,0.03125,0.375,0.5,0.015625,0.015625,1.0,1.0,0.71875,2.25,64.0
36,A Survey on Fairness Without Demographics,0.1041666666666666,0.125,0.5833333333333334,1.5625,0.125,0.125,1.0,1.0,0.7916666666666666,2.395833333333333,48.0
38,Automated Design of Metaheuristic Algorithms: A Survey,0.0975609756097561,0.1219512195121951,0.1951219512195122,0.2439024390243902,0.073170731707317,0.0975609756097561,1.0,1.0,0.5365853658536586,2.975609756097561,41.0
39,Large Language Model-based Data Science Agent: A Survey,0.1458333333333333,0.2916666666666667,0.25,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.0,1.0,0.2708333333333333,0.4583333333333333,48.0
40,Survey on Coresets for Deep Learning: Methods and Applications,0.25,0.3611111111111111,0.5,1.0555555555555556,0.1666666666666666,0.25,1.0,1.0,0.9166666666666666,4.638888888888889,36.0
41,Efficient Diffusion Models: A Survey,0.0714285714285714,0.0714285714285714,0.4464285714285714,1.0892857142857142,0.0714285714285714,0.0714285714285714,1.0,1.0,0.6428571428571429,1.7857142857142858,56.0
42,Efficient Reasoning Models: A Survey,0.1666666666666666,0.2142857142857142,0.3571428571428571,0.5,0.119047619047619,0.119047619047619,1.0,1.0,0.6428571428571429,2.4285714285714284,42.0
43,Efficient Large Language Models: A Survey,0.0259740259740259,0.0259740259740259,0.4155844155844156,1.4285714285714286,0.0389610389610389,0.0519480519480519,1.0,1.0,0.7792207792207793,2.2857142857142856,77.0
44,A Survey of Lottery Ticket Hypothesis,0.1379310344827586,0.2068965517241379,0.5517241379310345,1.2758620689655171,0.1034482758620689,0.1034482758620689,0.0,1.0,0.6551724137931034,1.862068965517241,29.0
45,Uncertainty in Graph Neural Networks: A Survey,0.05,0.05,0.7,2.0,0.25,0.3,1.0,1.0,0.8,3.8,20.0
46,A Survey on Efficient Protein Language Models,0.0909090909090909,0.0909090909090909,0.3636363636363636,0.4242424242424242,0.1818181818181818,0.2121212121212121,1.0,1.0,0.5151515151515151,1.4848484848484849,33.0
47,A Survey on Data Selection for Language Models,0.0638297872340425,0.0744680851063829,0.4148936170212766,0.7872340425531915,0.0638297872340425,0.0638297872340425,1.0,1.0,0.5957446808510638,2.234042553191489,94.0
48,Data Distillation: A Survey,0.1428571428571428,0.238095238095238,0.6190476190476191,1.1428571428571428,0.0952380952380952,0.0952380952380952,1.0,1.0,0.7142857142857143,3.9047619047619047,21.0
49,Privacy Risks and Preservation Methods in Explainable Artificial Intelligence: A Scoping Review,0.0652173913043478,0.108695652173913,0.4347826086956521,1.0,0.0869565217391304,0.0869565217391304,1.0,1.0,0.782608695652174,3.652173913043478,46.0
50,A Survey on Self-Supervised Representation Learning,0.0196078431372549,0.0196078431372549,0.4117647058823529,0.7058823529411765,0.1372549019607843,0.1372549019607843,1.0,1.0,0.7254901960784313,1.1764705882352942,51.0
51,"Vision-Language-Action in Robotics: A Survey of Datasets, Benchmarks, and Data Engines",0.3571428571428571,0.5,0.5714285714285714,1.2857142857142858,0.2857142857142857,0.4285714285714285,0.0,1.0,0.7857142857142857,3.142857142857143,14.0
52,On The Landscape of Spoken Language Models: A Comprehensive Survey,0.0684931506849315,0.0821917808219178,0.4246575342465753,0.6986301369863014,0.0273972602739726,0.0273972602739726,1.0,1.0,0.726027397260274,1.9863013698630136,73.0
53,A Survey of Optimization Methods for Training DL Models: Theoretical Perspective on Convergence and Generalization,0.0491803278688524,0.0491803278688524,0.3114754098360656,0.639344262295082,0.1311475409836065,0.1475409836065573,1.0,1.0,0.6229508196721312,1.0819672131147542,61.0
54,Large Language Models for Scientific Idea Generation: A Creativity-Centered Survey,0.2151898734177215,0.2911392405063291,0.430379746835443,0.6835443037974683,0.2531645569620253,0.3037974683544304,1.0,1.0,0.7215189873417721,1.7341772151898731,79.0
55,A Survey of Reasoning and Agentic Systems in Time Series with Large Language Models,0.0744680851063829,0.0851063829787234,0.1382978723404255,0.202127659574468,0.0425531914893617,0.0425531914893617,1.0,1.0,0.4787234042553192,0.776595744680851,94.0
56,Countering Backdoor Attacks in Image Recognition: A Survey and Evaluation of Mitigation Strategies,0.0526315789473684,0.0526315789473684,0.4605263157894737,0.7368421052631579,0.0921052631578947,0.1578947368421052,1.0,1.0,0.3157894736842105,0.3815789473684211,76.0
57,From Models to Systems: A Comprehensive Survey of Efficient Multimodal Learning,0.1142857142857142,0.1142857142857142,0.4285714285714285,0.5428571428571428,0.0714285714285714,0.0714285714285714,0.0,1.0,0.6714285714285714,2.4857142857142858,70.0
58,A Survey on Over-smoothing and Over-squashing: Unified Propagation Perspectives on Graph Neural Networks and Transformers,0.1428571428571428,0.1428571428571428,0.3571428571428571,0.7142857142857143,0.1428571428571428,0.2142857142857142,1.0,1.0,0.7142857142857143,5.642857142857143,14.0
59,Know Your Self-supervised Learning: A Survey on Image-based Generative and Discriminative Training,0.1428571428571428,0.1904761904761904,0.4761904761904761,0.9523809523809524,0.1428571428571428,0.1428571428571428,1.0,1.0,0.7142857142857143,5.190476190476191,21.0
60,Machine Learning with Physics Knowledge for Prediction: A Survey,0.074074074074074,0.074074074074074,0.6296296296296297,3.0,0.037037037037037,0.037037037037037,1.0,1.0,0.925925925925926,7.814814814814815,27.0
61,"A Survey on Large Language Models for Critical Societal Domains: Finance, Healthcare, and Law",0.1470588235294117,0.1764705882352941,0.3088235294117647,0.5735294117647058,0.088235294117647,0.088235294117647,1.0,1.0,0.7205882352941176,3.6176470588235294,68.0
62,AI Security in the Foundation Model Era: A Comprehensive Survey from a Unified Perspective,0.0416666666666666,0.0555555555555555,0.1944444444444444,0.2638888888888889,0.1527777777777778,0.1944444444444444,1.0,1.0,0.5972222222222222,2.583333333333333,72.0
63,Implicit Reasoning in Large Language Models: A Comprehensive Survey,0.12,0.2,0.38,0.46,0.04,0.04,1.0,1.0,0.74,2.34,50.0
64,Adversarial Attacks on Multimodal Large Language Models: A Comprehensive Survey,0.0833333333333333,0.1041666666666666,0.2916666666666667,0.3333333333333333,0.1041666666666666,0.125,1.0,1.0,0.6458333333333334,1.3541666666666667,48.0
65,Code Reasoning for Software Engineering Tasks: A Survey and A Call to Action,0.1153846153846153,0.1538461538461538,0.2692307692307692,0.5769230769230769,0.1153846153846153,0.1153846153846153,1.0,1.0,0.4230769230769231,1.3461538461538465,26.0
66,The Landscape of Agentic Reinforcement Learning for LLMs: A Survey,0.1217391304347826,0.1478260869565217,0.2521739130434782,0.3826086956521739,0.0782608695652174,0.0956521739130434,1.0,1.0,0.6956521739130435,1.7217391304347829,115.0
67,Deep Neural Networks and Brain Alignment: Brain Encoding and Decoding (Survey),0.0714285714285714,0.1142857142857142,0.4428571428571428,0.7428571428571429,0.1571428571428571,0.1714285714285714,1.0,1.0,0.6857142857142857,2.5285714285714285,70.0
68,From Euclidean to Graph-Structured Data: A Survey of Collaborative Learning,0.1851851851851851,0.2222222222222222,0.6172839506172839,1.2345679012345678,0.0864197530864197,0.0864197530864197,1.0,1.0,0.6666666666666666,2.4444444444444446,81.0
69,Graph Neural Networks Designed for Different Graph Types: A Survey,0.0,0.0,0.4782608695652174,0.5652173913043478,0.0869565217391304,0.0869565217391304,1.0,1.0,0.6956521739130435,2.4347826086956523,23.0
70,"The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why - A Survey from MARL to Emergent Language and LLMs",0.1983471074380165,0.371900826446281,0.4545454545454545,1.1239669421487604,0.2727272727272727,0.3884297520661157,1.0,1.0,0.396694214876033,1.0991735537190082,121.0
71,A Survey of Multi-agent Reinforcement Learning from Game Theoretical Perspective,0.0704225352112676,0.0845070422535211,0.5774647887323944,1.2394366197183098,0.0422535211267605,0.0422535211267605,1.0,1.0,0.7746478873239436,4.183098591549296,71.0
72,A Comprehensive Survey on Trustworthiness in Reasoning with Large Language Models,0.108695652173913,0.1739130434782608,0.5,0.8913043478260869,0.1956521739130435,0.1956521739130435,1.0,1.0,0.8043478260869565,3.652173913043478,46.0
73,"A Survey on Quantum Machine Learning: Basics, Current Trends, Challenges, Opportunities, and the Road Ahead",0.0875,0.1125,0.65,1.2375,0.1125,0.125,1.0,1.0,0.7125,1.95,80.0
74,"A Survey on Deep Learning Approaches for Tabular Data Generation: Utility, Alignment, Fidelity, Privacy, Diversity, and Beyond",0.0263157894736842,0.0263157894736842,0.4473684210526316,0.8947368421052632,0.0,0.0,1.0,1.0,0.7105263157894737,1.8157894736842104,38.0
75,Neural Graph Reasoning: A Survey on Complex Logical Query Answering,0.2166666666666666,0.25,0.3833333333333333,0.7833333333333333,0.0833333333333333,0.1,1.0,1.0,0.5833333333333334,1.5666666666666669,60.0
76,Deep Learning and Foundation Models for Weather Prediction: A Survey,0.1891891891891892,0.2162162162162162,0.2702702702702703,0.3783783783783784,0.054054054054054,0.054054054054054,1.0,1.0,0.6756756756756757,4.1891891891891895,37.0
77,A Survey on Self-Play Methods in Reinforcement Learning,0.0655737704918032,0.0655737704918032,0.4590163934426229,0.7377049180327869,0.1311475409836065,0.180327868852459,1.0,1.0,0.6229508196721312,1.8032786885245904,61.0
78,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code,0.0212765957446808,0.0212765957446808,0.6595744680851063,1.5319148936170213,0.0425531914893617,0.0425531914893617,1.0,1.0,0.8297872340425532,3.851063829787234,47.0
79,A‌ Survey of Reasoning in Autonomous Driving Systems: Open Challenges and Emerging Paradigms,0.1875,0.3125,0.234375,0.3125,0.09375,0.09375,1.0,1.0,0.46875,1.53125,64.0
80,"A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence",0.1904761904761904,0.238095238095238,0.3619047619047619,0.4857142857142857,0.1238095238095238,0.1523809523809524,1.0,1.0,0.5714285714285714,1.7333333333333334,105.0
81,Robustness in Large Language Models: A Survey of Mitigation Strategies and Evaluation Metrics,0.0493827160493827,0.0617283950617283,0.3333333333333333,0.5555555555555556,0.0617283950617283,0.074074074074074,1.0,1.0,0.6049382716049383,1.530864197530864,81.0
82,The SMOTE Paradox: Why a 92% Baseline Collapsed to 6%—A Systematic Review of 821 Papers in Imbalanced Learning (2020–2025),0.1067961165048543,0.116504854368932,0.174757281553398,0.2427184466019417,0.029126213592233,0.029126213592233,1.0,1.0,0.2524271844660194,0.3009708737864077,103.0
83,Unveiling Topological Structures from Language: A Survey of Topological Data Analysis Applications in NLP,0.0196078431372549,0.0196078431372549,0.3529411764705882,0.4705882352941176,0.196078431372549,0.3529411764705882,1.0,0.0,0.5686274509803921,2.1372549019607843,51.0
84,Early Classification of Time Series: A Survey and Benchmark,0.0465116279069767,0.0465116279069767,0.4186046511627907,0.7209302325581395,0.1395348837209302,0.1395348837209302,1.0,1.0,0.4186046511627907,1.186046511627907,43.0
85,Bias Assessment and Data Drift Detection in Medical Image Analysis: A Survey,0.1282051282051282,0.1794871794871795,0.5384615384615384,1.0256410256410255,0.0769230769230769,0.0769230769230769,1.0,1.0,0.8205128205128205,2.8205128205128207,39.0
86,A Survey on Transferability of Adversarial Examples Across Deep Neural Networks,0.0526315789473684,0.0526315789473684,0.2280701754385964,0.3157894736842105,0.0526315789473684,0.0526315789473684,1.0,1.0,0.543859649122807,1.6666666666666667,57.0
87,Graph Reinforcement Learning for Combinatorial Optimization: A Survey and Unifying Perspective,0.0754716981132075,0.0754716981132075,0.490566037735849,1.0566037735849056,0.0754716981132075,0.0754716981132075,1.0,1.0,0.6792452830188679,3.490566037735849,53.0
88,A Survey on the Honesty of Large Language Models,0.4375,0.5625,0.375,0.46875,0.0,0.0,1.0,1.0,0.65625,3.15625,32.0
89,Where Do We Stand with Implicit Neural Representations? A Technical and Performance Survey,0.3225806451612903,0.4193548387096774,0.4516129032258064,1.0,0.1612903225806451,0.2258064516129032,1.0,1.0,0.0967741935483871,0.0967741935483871,31.0
90,A Survey of Token Compression for Efficient Multimodal Large Language Models,0.0921052631578947,0.1052631578947368,0.3421052631578947,0.5,0.0263157894736842,0.0263157894736842,1.0,1.0,0.5263157894736842,1.6710526315789471,76.0
91,"A Comprehensive Survey on Inverse Constrained Reinforcement Learning: Definitions, Progress and Challenges",0.1666666666666666,0.2037037037037037,0.4444444444444444,0.7592592592592593,0.0185185185185185,0.0555555555555555,1.0,1.0,0.6481481481481481,1.9814814814814812,54.0
92,A Survey on Large Language Model Acceleration based on KV Cache Management,0.1666666666666666,0.2121212121212121,0.3333333333333333,0.4848484848484848,0.2121212121212121,0.2272727272727272,0.0,1.0,0.6515151515151515,1.878787878787879,66.0
93,What’s in the Bottle? A Survey and Roadmap of Concept Bottleneck Models,0.196078431372549,0.3333333333333333,0.5294117647058824,0.9411764705882352,0.3529411764705882,0.3725490196078431,1.0,1.0,0.7058823529411765,2.7450980392156863,51.0
94,Video Generation Models: A Survey of Post-Training and Alignment,0.101010101010101,0.1111111111111111,0.3131313131313131,0.3939393939393939,0.0808080808080808,0.0909090909090909,1.0,1.0,0.5656565656565656,1.414141414141414,99.0
95,Measuring Data Science Automation: A Survey of Evaluation Tools for AI Assistants and Agents,0.0769230769230769,0.0769230769230769,0.6923076923076923,2.4615384615384617,0.3076923076923077,0.6923076923076923,1.0,1.0,0.5384615384615384,2.923076923076923,13.0
96,Formal Methods in Robot Policy Learning and Verification: A Survey on Current Techniques and Future Directions,0.3333333333333333,0.5757575757575758,0.5151515151515151,0.8484848484848485,0.2424242424242424,0.303030303030303,1.0,1.0,0.7272727272727273,5.636363636363637,33.0
97,In-context Learning with Retrieved Demonstrations for Language Models: A Survey,0.1612903225806451,0.1612903225806451,0.6774193548387096,1.3225806451612905,0.032258064516129,0.032258064516129,0.0,1.0,0.9032258064516128,4.225806451612903,31.0
98,Prior and Posterior Networks: A Survey on Evidential Deep Learning Methods For Uncertainty Estimation,0.0,0.0,0.3235294117647059,0.5,0.0294117647058823,0.0294117647058823,0.0,1.0,0.7058823529411765,2.088235294117647,34.0
99,Deep Generative Models through the Lens of the Manifold Hypothesis: A Survey and New Connections,0.0363636363636363,0.0545454545454545,0.5636363636363636,1.290909090909091,0.2363636363636363,0.2727272727272727,1.0,1.0,0.7818181818181819,3.836363636363637,55.0
100,Gradient-based Bi-level Optimization for Deep Learning: A Survey,0.0,0.0,0.36,0.8,0.24,0.28,1.0,1.0,0.8,2.92,25.0
101,Beyond Single-Turn: A Survey on Multi-Turn Interactions with Large Language Models,0.3170731707317073,0.3658536585365853,0.3536585365853658,0.6097560975609756,0.2195121951219512,0.3048780487804878,1.0,1.0,0.6951219512195121,2.6463414634146343,82.0
102,Multi-Modal Foundation Models for Computational Pathology: A Survey,0.0909090909090909,0.1363636363636363,0.3181818181818182,0.4090909090909091,0.0454545454545454,0.0454545454545454,1.0,1.0,0.6363636363636364,1.9090909090909087,22.0
103,Large Language Models as Interfaces to Structured Data: A Survey,0.2708333333333333,0.3125,0.3541666666666667,0.4166666666666667,0.0625,0.0625,0.0,1.0,0.4791666666666667,0.9375,48.0
104,A Survey on Large Language Model-Based Social Agents in Game-Theoretic Scenarios,0.1509433962264151,0.2075471698113207,0.3018867924528302,0.6037735849056604,0.1132075471698113,0.1886792452830188,0.0,1.0,0.3396226415094339,1.2641509433962264,53.0
105,"Large Language Models (LLMs) on Tabular Data: Prediction, Generation, and Understanding - A Survey",0.1020408163265306,0.1020408163265306,0.5102040816326531,1.183673469387755,0.1224489795918367,0.1428571428571428,1.0,1.0,0.6938775510204082,2.0816326530612246,49.0
106,A Comprehensive Study of Real-Time Object Detection Networks Across Multiple Domains: A Survey,0.0188679245283018,0.0188679245283018,0.490566037735849,0.7735849056603774,0.3018867924528302,0.320754716981132,1.0,1.0,0.5094339622641509,0.9433962264150944,53.0
107,"A Survey on Generative Modeling with Limited Data, Few Shots, and Zero Shot",0.134020618556701,0.3092783505154639,0.2886597938144329,0.5257731958762887,0.0618556701030927,0.0824742268041237,1.0,1.0,0.6494845360824743,2.0721649484536084,97.0
108,A Survey on Causal Discovery Methods for I.I.D. and Time Series Data,0.0568181818181818,0.0568181818181818,0.3863636363636363,0.6477272727272727,0.0113636363636363,0.0113636363636363,1.0,1.0,0.6363636363636364,1.0227272727272727,88.0
109,"Long-Term Fairness Inquiries and Pursuits in Machine Learning: A Survey of Notions, Methods, and Challenges",0.2121212121212121,0.2424242424242424,0.6060606060606061,1.0,0.1818181818181818,0.2424242424242424,1.0,1.0,0.7878787878787878,2.8484848484848486,33.0
110,Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models,0.0526315789473684,0.0526315789473684,0.3421052631578947,0.6052631578947368,0.0526315789473684,0.0526315789473684,0.0,1.0,0.3684210526315789,0.631578947368421,38.0
111,A Survey of Temporal Credit Assignment in Deep Reinforcement Learning,0.1475409836065573,0.1475409836065573,0.5245901639344263,1.540983606557377,0.2131147540983606,0.2786885245901639,1.0,1.0,0.6557377049180327,2.0,61.0
112,A Comprehensive Survey of Contamination Detection Methods in Large Language Models,0.073170731707317,0.073170731707317,0.2682926829268293,0.4146341463414634,0.073170731707317,0.073170731707317,1.0,0.0,0.6341463414634146,2.3902439024390243,41.0
113,Vision-and-Language Navigation Today and Tomorrow: A Survey in the Era of Foundation Models,0.1470588235294117,0.2352941176470588,0.4117647058823529,0.5,0.0294117647058823,0.0294117647058823,1.0,1.0,0.7352941176470589,4.264705882352941,34.0
114,Preserving Privacy in Large Language Models: A Survey on Current Threats and Solutions,0.1774193548387097,0.2903225806451613,0.532258064516129,1.8064516129032255,0.1612903225806451,0.1612903225806451,1.0,1.0,0.6451612903225806,2.774193548387097,62.0
115,The LLM Data Auditor: A Metric-oriented Survey on Quality and Trustworthiness in Evaluating Synthetic Data,0.0431654676258992,0.0431654676258992,0.2877697841726618,0.3741007194244604,0.1223021582733813,0.1366906474820144,1.0,1.0,0.5899280575539568,1.359712230215827,139.0
116,A Survey on the Possibilities & Impossibilities of AI-generated Text Detection,0.18,0.22,0.54,1.12,0.02,0.02,1.0,1.0,0.62,1.18,50.0
117,A Short Survey on Importance Weighting for Machine Learning,0.0454545454545454,0.0454545454545454,0.3181818181818182,0.4545454545454545,0.1363636363636363,0.1363636363636363,0.0,1.0,0.9090909090909092,7.818181818181818,22.0
118,Training Conditional GANs on Limited and Long-Tailed Data: a Survey and Comparative Analysis,0.0526315789473684,0.0526315789473684,0.7368421052631579,1.5263157894736843,0.1052631578947368,0.1052631578947368,1.0,1.0,0.8421052631578947,2.8421052631578947,19.0
122,"End-to-end Task-oriented Dialogue: A Survey of Tasks, Methods, and Future Directions",0.1904761904761904,0.238095238095238,0.3809523809523809,0.5238095238095238,0.0476190476190476,0.0476190476190476,0.0,1.0,0.6666666666666666,3.238095238095238,21.0
123,Give Me the Facts! A Survey on Factual Knowledge Probing in Pre-trained Language Models,0.1428571428571428,0.2857142857142857,0.5,0.7857142857142857,0.0,0.0,1.0,1.0,0.8571428571428571,5.714285714285714,14.0
124,How to Determine the Most Powerful Pre-trained Language Model without Brute Force Fine-tuning? An Empirical Survey,0.0,0.0,0.4,0.6,0.2,0.4,1.0,1.0,0.5333333333333333,1.5333333333333334,15.0
126,An Integrative Survey on Mental Health Conversational Agents to Bridge Computer Science and Medical Perspectives,0.0476190476190476,0.0476190476190476,0.5714285714285714,1.0,0.0952380952380952,0.0952380952380952,1.0,1.0,0.6666666666666666,2.619047619047619,21.0
130,Culture in Artificial Intelligence: A Literature Review & Proposal,0.0,0.0,0.25,0.375,0.25,0.375,1.0,1.0,0.5,3.125,8.0
132,What Are Tools Anyway? A Survey from the Language Model Perspective,0.0,0.0,0.3529411764705882,0.4705882352941176,0.0,0.0,1.0,1.0,0.4705882352941176,1.7647058823529411,34.0
133,LLM as a Mastermind: A Survey of Strategic Reasoning with Large Language Models,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.5714285714285714,0.1428571428571428,0.2142857142857142,1.0,1.0,0.5,2.9285714285714284,14.0
134,Beyond Accuracy: Evaluating the Reasoning Behavior of Large Language Models - A Survey,0.2,0.2,0.4666666666666667,0.8666666666666667,0.0,0.0,1.0,1.0,0.8666666666666667,4.6,15.0
135,(Mis)Fitting Scaling Laws: A Survey of Scaling Law Fitting Techniques in Deep Learning,0.0588235294117647,0.0588235294117647,0.4117647058823529,0.7058823529411765,0.2352941176470588,0.3529411764705882,1.0,1.0,0.6470588235294118,2.9411764705882355,17.0
